"Mutation type","Breast-AdenoCA::S.1","Breast-AdenoCA::S.2","Breast-AdenoCA::S.3","Breast-AdenoCA::S.4","Breast-AdenoCA::S.5","Breast-AdenoCA::S.6","Breast-AdenoCA::S.7","Breast-AdenoCA::S.8","Breast-AdenoCA::S.9","Breast-AdenoCA::S.10","Breast-AdenoCA::S.11","Breast-AdenoCA::S.12","Breast-AdenoCA::S.13","Breast-AdenoCA::S.14","Breast-AdenoCA::S.15","Breast-AdenoCA::S.16","Breast-AdenoCA::S.17","Breast-AdenoCA::S.18","Breast-AdenoCA::S.19","Breast-AdenoCA::S.20","Breast-AdenoCA::S.21","Breast-AdenoCA::S.22","Breast-AdenoCA::S.23","Breast-AdenoCA::S.24","Breast-AdenoCA::S.25","Breast-AdenoCA::S.26","Breast-AdenoCA::S.27","Breast-AdenoCA::S.28","Breast-AdenoCA::S.29","Breast-AdenoCA::S.30","Breast-AdenoCA::S.31","Breast-AdenoCA::S.32","Breast-AdenoCA::S.33","Breast-AdenoCA::S.34","Breast-AdenoCA::S.35","Breast-AdenoCA::S.36","Breast-AdenoCA::S.37","Breast-AdenoCA::S.38","Breast-AdenoCA::S.39","Breast-AdenoCA::S.40","Breast-AdenoCA::S.41","Breast-AdenoCA::S.42","Breast-AdenoCA::S.43","Breast-AdenoCA::S.44","Breast-AdenoCA::S.45","Breast-AdenoCA::S.46","Breast-AdenoCA::S.47","Breast-AdenoCA::S.48","Breast-AdenoCA::S.49","Breast-AdenoCA::S.50","Breast-AdenoCA::S.51","Breast-AdenoCA::S.52","Breast-AdenoCA::S.53","Breast-AdenoCA::S.54","Breast-AdenoCA::S.55","Breast-AdenoCA::S.56","Breast-AdenoCA::S.57","Breast-AdenoCA::S.58","Breast-AdenoCA::S.59","Breast-AdenoCA::S.60","Breast-AdenoCA::S.61","Breast-AdenoCA::S.62","Breast-AdenoCA::S.63","Breast-AdenoCA::S.64","Breast-AdenoCA::S.65","Breast-AdenoCA::S.66","Breast-AdenoCA::S.67","Breast-AdenoCA::S.68","Breast-AdenoCA::S.69","Breast-AdenoCA::S.70","Breast-AdenoCA::S.71","Breast-AdenoCA::S.72","Breast-AdenoCA::S.73","Breast-AdenoCA::S.74","Breast-AdenoCA::S.75","Breast-AdenoCA::S.76","Breast-AdenoCA::S.77","Breast-AdenoCA::S.78","Breast-AdenoCA::S.79","Breast-AdenoCA::S.80","Breast-AdenoCA::S.81","Breast-AdenoCA::S.82","Breast-AdenoCA::S.83","Breast-AdenoCA::S.84","Breast-AdenoCA::S.85","Breast-AdenoCA::S.86","Breast-AdenoCA::S.87","Breast-AdenoCA::S.88","Breast-AdenoCA::S.89","Breast-AdenoCA::S.90","Breast-AdenoCA::S.91","Breast-AdenoCA::S.92","Breast-AdenoCA::S.93","Breast-AdenoCA::S.94","Breast-AdenoCA::S.95","Breast-AdenoCA::S.96","Breast-AdenoCA::S.97","Breast-AdenoCA::S.98","Breast-AdenoCA::S.99","Breast-AdenoCA::S.100"
"INS_repeats_2_3",0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"INS_repeats_2_4",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"INS_repeats_2_5+",2,0,4,1,1,3,4,3,4,0,0,5,4,6,1,2,4,4,2,2,2,1,18,0,7,2,1,1,0,3,2,2,0,5,3,0,0,6,2,2,0,1,4,7,0,2,1,1,1,3,11,0,4,2,0,2,2,1,4,3,3,2,4,3,2,5,2,0,2,0,0,3,4,3,1,0,3,5,0,3,1,3,0,4,0,2,1,0,2,2,1,1,1,2,4,1,6,1,2,3
"INS_repeats_3_0",0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"INS_repeats_3_1",0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1
"INS_repeats_3_2",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"INS_repeats_3_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"INS_repeats_3_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"INS_repeats_3_5+",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_4_0",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,2,1,1,1,1,1
"INS_repeats_4_1",0,0,0,2,0,0,4,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,1,2,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,2,0
"INS_repeats_4_2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"INS_repeats_4_3",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_4_4",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"INS_repeats_4_5+",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0
"INS_repeats_5+_0",0,4,0,4,0,0,0,4,1,0,0,0,4,0,0,14,2,1,0,0,0,0,4,0,12,0,0,0,0,2,0,4,0,4,4,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,1,0,0,0,9,3,0,0,8,0,3
"INS_repeats_5+_1",6,3,1,7,1,0,1,1,1,0,0,6,1,3,2,2,3,1,1,0,2,6,4,1,5,3,0,0,0,3,1,5,0,1,1,1,1,3,1,1,3,0,2,0,0,0,0,1,0,7,4,0,2,1,6,4,1,0,3,2,0,0,4,1,0,1,10,0,3,0,2,6,0,1,4,1,1,1,0,1,2,5,0,1,4,2,3,2,1,0,0,4,0,7,6,1,2,2,2,4
"INS_repeats_5+_2",0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0
"INS_repeats_5+_3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_5+_4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_5+_5+",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DEL_MH_2_1",0,2,0,1,0,0,118,1,2,1,1,0,3,3,3,1,1,34,35,2,0,5,2,2,4,0,1,2,0,2,0,1,1,1,1,0,2,18,16,3,2,0,3,1,0,0,0,1,1,5,36,0,0,0,1,0,3,1,3,5,0,0,3,1,74,2,5,1,1,2,85,4,0,7,3,1,6,0,1,2,22,2,0,2,109,1,0,3,1,8,1,0,0,1,3,1,207,29,0,4
"DEL_MH_3_1",0,0,0,2,0,0,4,1,0,2,0,1,2,5,2,3,2,1,9,1,0,4,2,8,5,0,0,0,1,4,1,2,0,1,1,4,2,0,5,1,1,1,1,1,2,1,2,3,1,2,6,0,0,1,1,4,11,0,1,6,0,2,2,2,6,3,6,1,1,2,3,1,3,1,2,0,0,0,0,1,2,5,0,3,0,4,2,2,3,3,0,1,0,0,3,3,11,3,4,2
"DEL_MH_3_2",0,3,1,1,0,0,11,10,1,0,0,2,4,4,2,3,1,18,17,0,0,1,2,0,5,0,1,0,1,1,0,10,0,2,2,1,0,13,5,9,2,1,0,0,3,0,0,0,1,0,13,1,1,0,0,1,1,0,4,2,0,0,3,0,27,1,3,1,0,0,17,3,2,1,0,0,1,2,3,0,14,5,0,1,25,2,3,1,3,4,1,1,0,5,5,1,29,12,0,1
"DEL_MH_4_1",0,2,0,1,2,0,1,0,2,0,0,1,1,12,2,4,2,8,8,0,1,2,2,3,4,1,1,1,1,5,0,7,0,0,0,0,0,3,9,4,2,0,0,0,0,0,2,0,1,2,1,0,0,3,3,2,2,0,1,9,0,0,3,0,17,0,4,1,2,0,2,1,3,0,0,4,1,1,2,1,1,4,0,1,0,1,0,1,0,2,0,5,0,4,1,0,13,4,2,2
"DEL_MH_4_2",0,2,1,1,3,0,13,4,3,0,0,3,2,0,2,6,3,5,7,1,0,0,1,2,7,0,1,0,0,1,0,1,0,1,1,4,0,6,2,1,0,0,3,0,2,0,0,0,0,0,9,0,3,5,0,5,1,0,4,3,0,2,5,0,9,0,1,0,0,1,5,7,0,2,1,0,1,1,5,0,8,2,0,0,11,2,0,0,0,1,0,0,0,6,2,0,13,17,0,2
"DEL_MH_4_3",1,0,0,4,1,0,20,4,3,0,0,0,2,0,0,3,1,7,20,0,0,0,0,0,10,0,1,0,0,0,0,2,0,1,3,1,0,5,14,3,0,0,0,1,0,0,1,1,1,0,22,0,1,2,0,1,0,0,3,1,0,1,5,1,34,0,1,0,0,1,8,4,0,2,0,1,0,0,1,0,30,3,0,0,29,1,0,1,1,2,0,1,0,7,3,1,37,4,1,2
"DEL_MH_5+_1",21,34,67,93,20,19,86,47,5,77,9,57,29,223,98,69,48,10,68,63,33,41,28,70,118,9,2,76,12,84,42,190,14,30,78,7,37,47,2,35,24,12,20,12,42,8,21,24,38,83,65,3,61,6,19,50,69,3,42,84,0,54,120,12,41,39,64,7,54,21,13,86,28,7,43,16,1,13,24,23,9,51,14,44,8,80,64,12,32,90,0,119,0,96,52,33,60,40,47,40
"DEL_MH_5+_2",8,22,17,67,38,6,22,204,50,20,2,48,42,54,14,123,78,1,2,3,6,17,153,9,218,9,4,62,21,57,29,511,2,11,105,28,6,26,3,13,37,5,55,7,44,16,46,11,1,12,56,2,68,63,14,22,28,0,31,77,0,32,199,0,24,28,48,25,13,11,8,233,21,3,15,7,0,35,52,5,3,102,5,3,6,108,17,6,45,51,0,38,0,237,120,22,44,166,45,48
"DEL_MH_5+_3",9,11,4,62,90,0,8,142,48,2,1,39,140,18,12,56,19,2,9,6,1,3,37,5,32,5,1,5,2,22,4,128,1,10,134,13,8,17,0,9,52,1,19,4,35,24,5,0,12,5,58,0,57,72,9,97,20,1,45,42,0,9,107,2,9,1,30,8,10,8,0,50,4,4,6,0,0,14,54,5,2,213,2,10,1,112,7,4,7,18,0,25,0,146,157,7,7,186,12,18
"DEL_MH_5+_4",1,26,3,73,28,0,2,188,15,4,1,7,72,12,4,62,35,1,5,3,3,4,69,6,114,5,0,8,1,4,1,53,1,1,112,2,2,13,1,15,13,0,28,1,11,8,1,1,3,1,74,0,9,7,2,27,0,0,17,18,0,3,38,3,8,0,31,1,4,2,1,40,1,3,3,0,0,8,24,2,1,93,0,6,1,61,0,0,1,4,0,5,0,85,35,2,11,52,5,15
"DEL_MH_5+_5+",0,9,3,35,30,2,0,40,8,2,1,9,19,1,1,15,14,0,4,2,0,2,84,2,157,3,0,1,0,8,3,52,0,1,23,3,0,27,0,9,16,0,23,1,11,4,3,2,0,1,36,0,16,8,3,20,3,1,9,10,0,2,20,0,3,2,14,3,0,2,0,27,0,0,0,1,0,4,15,5,3,44,0,0,0,31,3,1,3,2,0,3,0,99,68,5,1,26,0,20
