Sample.ID,Tool,DBS1,DBS2,DBS3,DBS4,DBS5,DBS6,DBS7,DBS8,DBS9,DBS10,DBS11
Lung-AdenoCA::S.85,deconstruct_0.10,0,311.569669699681,0,0,731.430330300319,0,0,0,0,0,0
Lung-AdenoCA::S.86,deconstruct_0.10,0,1632,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.87,deconstruct_0.10,0,1994,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.88,deconstruct_0.10,0,687.734094694846,0,0,0,653.265905305154,0,0,0,0,0
Lung-AdenoCA::S.89,deconstruct_0.10,0,345,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.90,deconstruct_0.10,0,26.689717471837,0,0,0,77.310282528163,0,0,0,0,0
Lung-AdenoCA::S.91,deconstruct_0.10,0,489.596241263087,0,0,0,0,0,0,0,0,143.403758736913
Lung-AdenoCA::S.92,deconstruct_0.10,0,661.392896637316,0,266.607103362684,0,0,0,0,0,0,0
Lung-AdenoCA::S.93,deconstruct_0.10,0,157.495220067176,0,168.504779932824,0,0,0,0,0,0,0
Lung-AdenoCA::S.94,deconstruct_0.10,0,1148.65475464771,0,0,184.204602059917,403.140643292376,0,0,0,0,0
Lung-AdenoCA::S.95,deconstruct_0.10,0,1758,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.96,deconstruct_0.10,0,0,0,0,0,633.578612366087,0,0,0,0,0
Lung-AdenoCA::S.97,deconstruct_0.10,0,4984,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.98,deconstruct_0.10,0,4585,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.99,deconstruct_0.10,0,1144,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.100,deconstruct_0.10,0,4017,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.1,deconstruct_0.10,0,0,0,51.7629450717537,0,0,0,0,12.3094927905373,0,0
Ovary-AdenoCA::S.2,deconstruct_0.10,0,0,0,0,87.504498124266,67.0340969029889,0,0,0,0,0
Ovary-AdenoCA::S.3,deconstruct_0.10,0,0,0,107.612572484988,0,109.69698398602,0,0,78.1170792037541,0,0
Ovary-AdenoCA::S.4,deconstruct_0.10,0,27.6211277955153,0,22.7886033645092,66.2299857212625,0,0,0,0,0,0
Ovary-AdenoCA::S.5,deconstruct_0.10,0,7.13266482664179,0,27.9190294901305,0,0,0,0,0,0,0
Ovary-AdenoCA::S.6,deconstruct_0.10,0,0,0,0,97.3441793720918,0,0,0,16.8209345115228,0,0
Ovary-AdenoCA::S.7,deconstruct_0.10,0,33.2170428328535,0,0,21.857582529819,0,0,0,0,0,0
Ovary-AdenoCA::S.8,deconstruct_0.10,0,55.3779305350059,0,0,318.882955699719,0,0,0,0,0,0
Ovary-AdenoCA::S.9,deconstruct_0.10,0,35.8841265068776,0,0,177.304752888397,0,0,0,0,0,0
Ovary-AdenoCA::S.10,deconstruct_0.10,0,57,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.11,deconstruct_0.10,0,23.9165007522721,0,41.2460176578444,0,0,0,0,0,0,0
Ovary-AdenoCA::S.12,deconstruct_0.10,0,51.6442958461052,0,0,0,0,0,0,45.3557041538948,0,0
Ovary-AdenoCA::S.13,deconstruct_0.10,0,84.0955494448045,0,166.749081870164,0,0,0,0,0,0,0
Ovary-AdenoCA::S.14,deconstruct_0.10,0,0,0,0,68.8774981458181,18.8038948641055,0,0,25.5987397696077,0,0
Ovary-AdenoCA::S.15,deconstruct_0.10,0,14.2454680386,0,0,0,0,0,0,11.7545319614,0,0
Ovary-AdenoCA::S.16,deconstruct_0.10,0,0,0,59.6711438157369,0,0,0,0,9.79255918220237,0,0
Ovary-AdenoCA::S.17,deconstruct_0.10,0,69.2367090649414,0,42.0488976262213,0,42.0283637609971,0,0,0,0,0
Ovary-AdenoCA::S.18,deconstruct_0.10,0,34.4315821392579,0,152.603205185979,0,0,0,0,40.9652126747633,0,0
Ovary-AdenoCA::S.19,deconstruct_0.10,0,0,0,0,964,0,0,0,0,0,0
Ovary-AdenoCA::S.20,deconstruct_0.10,0,71.5454081502762,0,0,23.6442667232613,0,0,0,32.8103251264625,0,0
Ovary-AdenoCA::S.21,deconstruct_0.10,0,15.6590072421407,0,30.3848223236466,0,0,0,0,79.9561704342127,0,0
Ovary-AdenoCA::S.22,deconstruct_0.10,0,28.8071834837031,0,0,0,64.8101447589633,0,0,14.3826717573335,0,0
Ovary-AdenoCA::S.23,deconstruct_0.10,0,0,0,0,15.5268015092395,0,0,0,14.4731984907605,0,0
Ovary-AdenoCA::S.24,deconstruct_0.10,0,410.390497038736,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.25,deconstruct_0.10,0,41.3083731333122,0,25.0857439288735,0,0,0,0,63.6058829378143,0,0
Ovary-AdenoCA::S.26,deconstruct_0.10,0,47.1465896887318,0,95.5024991288387,0,59.3509111824295,0,0,0,0,0
Ovary-AdenoCA::S.27,deconstruct_0.10,0,104.338467596771,0,0,250.747093857185,51.7455363137065,0,0,46.6284064820297,0,0
Ovary-AdenoCA::S.28,deconstruct_0.10,0,84.7894347201533,0,129.210565279847,0,0,0,0,0,0,0
Ovary-AdenoCA::S.29,deconstruct_0.10,0,58.3011744380333,0,0,26.6827743245644,59.4290228673938,0,0,24.5870283700085,0,0
Ovary-AdenoCA::S.30,deconstruct_0.10,0,154.793102699545,0,27.4748611141237,0,0,0,0,0,0,0
Ovary-AdenoCA::S.31,deconstruct_0.10,0,24.9766966199456,0,157.189142009676,0,0,0,0,0,0,0
Ovary-AdenoCA::S.32,deconstruct_0.10,0,7.6491655341937,0,0,0,51.3508344658063,0,0,0,0,0
Ovary-AdenoCA::S.33,deconstruct_0.10,0,27.3783229963934,0,0,0,0,0,0,22.6216770036066,0,0
Ovary-AdenoCA::S.34,deconstruct_0.10,0,20.1824449313536,0,0,0,0,0,0,12.8175550686464,0,0
Ovary-AdenoCA::S.35,deconstruct_0.10,0,8.59363259246412,0,25.8602770724267,0,0,0,0,37.5460903351092,0,0
Ovary-AdenoCA::S.36,deconstruct_0.10,0,157.788430153248,0,30.7920352386604,45.9370387158529,0,0,0,44.4824958922385,0,0
Ovary-AdenoCA::S.37,deconstruct_0.10,0,468,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.38,deconstruct_0.10,0,16.1042790948005,0,0,0,0,0,0,25.8957209051995,0,0
Ovary-AdenoCA::S.39,deconstruct_0.10,0,0,0,140.819850033437,0,0,0,0,17.1801499665634,0,0
Ovary-AdenoCA::S.40,deconstruct_0.10,0,61.1953949327707,0,82.8046050672293,0,0,0,0,0,0,0
Ovary-AdenoCA::S.41,deconstruct_0.10,0,14.6830221707156,0,79.5671986767627,0,0,0,0,15.7497791525217,0,0
Ovary-AdenoCA::S.42,deconstruct_0.10,0,0,0,55.4467003899008,0,0,0,0,140.522992032546,0,0
Ovary-AdenoCA::S.43,deconstruct_0.10,0,0,0,0,0,159.750358974673,0,0,0,0,0
Ovary-AdenoCA::S.44,deconstruct_0.10,0,0,0,113.35464803105,0,67.9114131658649,0,0,99.733938803085,0,0
Ovary-AdenoCA::S.45,deconstruct_0.10,0,139.328678311258,0,0,0,174.965883771042,0,0,0,0,0
Ovary-AdenoCA::S.46,deconstruct_0.10,0,0,0,37.6608634091044,0,0,0,0,67.1871777452226,0,0
Ovary-AdenoCA::S.47,deconstruct_0.10,0,26.7521695285348,0,98.4499192577641,20.3571305205587,0,0,0,19.4407806931424,0,0
Ovary-AdenoCA::S.48,deconstruct_0.10,0,14.0431993661134,0,0,0,0,0,0,3.95680063388658,0,0
Ovary-AdenoCA::S.49,deconstruct_0.10,0,113.879026724028,0,26.1209732759724,0,0,0,0,0,0,0
Ovary-AdenoCA::S.50,deconstruct_0.10,0,21.8485207270083,0,0,0,0,0,0,22.1514792729917,0,0
Ovary-AdenoCA::S.51,deconstruct_0.10,0,0,0,0,27.25858620927,121.315944752425,0,0,35.8407582061786,0,0
Ovary-AdenoCA::S.52,deconstruct_0.10,0,14.085532299653,0,0,17.1272014149378,53.1142118277644,0,0,18.6730544576447,0,0
Ovary-AdenoCA::S.53,deconstruct_0.10,0,37.9207260777726,0,13.4491106588199,0,21.4649924071353,0,0,13.1651708562722,0,0
Ovary-AdenoCA::S.54,deconstruct_0.10,0,30.1323633142825,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.55,deconstruct_0.10,0,45.5912149625878,0,31.0573804559306,73.5324056172636,0,0,0,55.818998964218,0,0
Ovary-AdenoCA::S.56,deconstruct_0.10,0,39.34055981767,0,112.94472437808,0,48.7147158042504,0,0,0,0,0
Ovary-AdenoCA::S.57,deconstruct_0.10,0,0,0,103.686578941152,0,0,0,0,28.0590209250494,0,0
Ovary-AdenoCA::S.58,deconstruct_0.10,0,24.7378558129798,0,25.6976989273264,0,0,0,0,57.5644452596938,0,0
Ovary-AdenoCA::S.59,deconstruct_0.10,0,44.0254159865973,0,49.065144454695,0,0,0,0,0,0,0
Ovary-AdenoCA::S.60,deconstruct_0.10,0,44.9404125557121,0,44.0713367156447,22.6724906361445,0,0,0,24.3157600924986,0,0
Ovary-AdenoCA::S.61,deconstruct_0.10,0,14.7996455592138,0,62.4089739491605,0,0,0,0,65.7913804916257,0,0
Ovary-AdenoCA::S.62,deconstruct_0.10,0,51.2446051354159,0,13.6643867957413,0,0,0,0,0,0,0
Ovary-AdenoCA::S.63,deconstruct_0.10,0,31.5223299502602,0,32.1057129737955,46.2862684722858,0,0,0,64.0856886036585,0,0
Ovary-AdenoCA::S.64,deconstruct_0.10,0,174.560204530926,0,33.4397954690738,0,0,0,0,0,0,0
Ovary-AdenoCA::S.65,deconstruct_0.10,0,6.76518857603932,0,0,0,0,0,0,54.2348114239607,0,0
Ovary-AdenoCA::S.66,deconstruct_0.10,0,2.85210839215021,0,8.26540555655956,0,0,0,0,11.8824860512902,0,0
Ovary-AdenoCA::S.67,deconstruct_0.10,0,10.8807076999814,0,21.1604020040837,9.22075834646785,0,0,0,8.73813194946703,0,0
Ovary-AdenoCA::S.68,deconstruct_0.10,0,14.6777984611972,0,0,0,0,0,0,35.3222015388028,0,0
Ovary-AdenoCA::S.69,deconstruct_0.10,0,136.595977697669,0,0,0,0,0,0,35.4040223023307,0,0
Ovary-AdenoCA::S.70,deconstruct_0.10,0,113.346537116594,0,20.9282018101839,0,0,0,0,32.725261073222,0,0
Ovary-AdenoCA::S.71,deconstruct_0.10,0,254,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.72,deconstruct_0.10,0,33,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.73,deconstruct_0.10,0,162.086028555708,0,24.0580944567283,0,28.5945215644382,0,0,0,0,0
Ovary-AdenoCA::S.74,deconstruct_0.10,0,31.5904233229935,0,29.8651577331112,0,39.5444189438953,0,0,0,0,0
Ovary-AdenoCA::S.75,deconstruct_0.10,0,0,0,0,0,0,0,0,12,0,0
Ovary-AdenoCA::S.76,deconstruct_0.10,0,35.6721454604226,0,0,0,0,0,0,13.3278545395774,0,0
Ovary-AdenoCA::S.77,deconstruct_0.10,0,41.6338854489689,0,0,0,77.9167165912593,0,0,58.4493979597717,0,0
Ovary-AdenoCA::S.78,deconstruct_0.10,0,23.9425095907366,0,110.512694133379,0,0,0,0,35.5447962758843,0,0
Ovary-AdenoCA::S.79,deconstruct_0.10,0,5.61600094239907,0,20.2527624908601,0,0,0,0,12.1312365667408,0,0
Ovary-AdenoCA::S.80,deconstruct_0.10,0,0,0,48.3032642869028,143.893611053334,0,0,0,0,0,0
Ovary-AdenoCA::S.81,deconstruct_0.10,0,23.2174778595526,0,109.095939933305,0,0,0,0,0,0,0
Ovary-AdenoCA::S.82,deconstruct_0.10,0,71.9432257366409,0,38.6529931820046,0,112.899450635901,0,0,53.5043304454536,0,0
Ovary-AdenoCA::S.83,deconstruct_0.10,0,15.7259714422149,0,0,100.577768352293,0,0,0,38.6962602054918,0,0
Ovary-AdenoCA::S.84,deconstruct_0.10,0,117.844994876915,0,144.155005123085,0,0,0,0,0,0,0
Ovary-AdenoCA::S.85,deconstruct_0.10,0,11.5509349517531,0,0,0,22.4103989741123,0,0,18.0386660741346,0,0
Ovary-AdenoCA::S.86,deconstruct_0.10,0,0,0,103.500299718269,0,103.499700281731,0,0,0,0,0
Ovary-AdenoCA::S.87,deconstruct_0.10,0,7.03881050446627,0,18.9358452852155,12.6020606633158,0,0,0,0,0,0
Ovary-AdenoCA::S.88,deconstruct_0.10,0,270,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.89,deconstruct_0.10,0,50.1639617462858,0,0,0,0,0,0,66.8360382537142,0,0
Ovary-AdenoCA::S.90,deconstruct_0.10,0,22.0985043547921,0,28.6518861427807,0,60.2496095024272,0,0,0,0,0
Ovary-AdenoCA::S.91,deconstruct_0.10,0,0,0,47.3853287249416,0,34.9214870831934,0,0,13.9326070280448,0,0
Ovary-AdenoCA::S.92,deconstruct_0.10,0,24.5396879537733,0,0,0,0,0,0,28.5632040675916,0,0
Ovary-AdenoCA::S.93,deconstruct_0.10,0,0,0,30.0826390828678,0,0,0,0,0,0,0
Ovary-AdenoCA::S.94,deconstruct_0.10,0,34.2949696757548,0,40.2560339321444,0,111.448996392101,0,0,0,0,0
Ovary-AdenoCA::S.95,deconstruct_0.10,0,28.5684079724014,0,17.1651372976774,0,0,0,0,5.26645472992124,0,0
Ovary-AdenoCA::S.96,deconstruct_0.10,0,26.854887683784,0,38.145112316216,0,0,0,0,0,0,0
Ovary-AdenoCA::S.97,deconstruct_0.10,0,31.2674511934248,0,0,22.388843805627,0,0,0,0,0,0
Ovary-AdenoCA::S.98,deconstruct_0.10,0,157,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.99,deconstruct_0.10,0,7.36064823917262,0,48.9248855842948,0,0,0,0,0,0,0
Ovary-AdenoCA::S.100,deconstruct_0.10,0,22.4760736141801,0,8.52392638581992,0,0,0,0,0,0,0
Skin-Melanoma::S.1,deconstruct_0.10,292,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.2,deconstruct_0.10,623,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.3,deconstruct_0.10,1498,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.4,deconstruct_0.10,960,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.5,deconstruct_0.10,4733,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.6,deconstruct_0.10,463,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.7,deconstruct_0.10,897,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.8,deconstruct_0.10,1026,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.9,deconstruct_0.10,146,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.10,deconstruct_0.10,1994,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.11,deconstruct_0.10,13,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.12,deconstruct_0.10,294,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.13,deconstruct_0.10,2782,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.14,deconstruct_0.10,533,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.15,deconstruct_0.10,917,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.16,deconstruct_0.10,3093,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.17,deconstruct_0.10,1559,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.18,deconstruct_0.10,5065,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.19,deconstruct_0.10,182,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.20,deconstruct_0.10,4298,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.21,deconstruct_0.10,193,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.22,deconstruct_0.10,2111,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.23,deconstruct_0.10,2204,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.24,deconstruct_0.10,2284,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.25,deconstruct_0.10,388,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.26,deconstruct_0.10,787,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.27,deconstruct_0.10,1266,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.28,deconstruct_0.10,790,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.29,deconstruct_0.10,1695,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.30,deconstruct_0.10,1965,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.31,deconstruct_0.10,735,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.32,deconstruct_0.10,897,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.33,deconstruct_0.10,302,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.34,deconstruct_0.10,1434,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.35,deconstruct_0.10,3875,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.36,deconstruct_0.10,565,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.37,deconstruct_0.10,26,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.38,deconstruct_0.10,862,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.39,deconstruct_0.10,4944,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.40,deconstruct_0.10,432,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.41,deconstruct_0.10,2456,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.42,deconstruct_0.10,9418,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.43,deconstruct_0.10,3506,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.44,deconstruct_0.10,3069,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.45,deconstruct_0.10,1892,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.46,deconstruct_0.10,2766,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.47,deconstruct_0.10,8773,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.48,deconstruct_0.10,5114,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.49,deconstruct_0.10,2100,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.50,deconstruct_0.10,2607,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.51,deconstruct_0.10,948,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.52,deconstruct_0.10,1538,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.53,deconstruct_0.10,229,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.54,deconstruct_0.10,327,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.55,deconstruct_0.10,5245,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.56,deconstruct_0.10,4157,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.57,deconstruct_0.10,3750,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.58,deconstruct_0.10,476,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.59,deconstruct_0.10,849,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.60,deconstruct_0.10,11593,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.61,deconstruct_0.10,752,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.62,deconstruct_0.10,2176,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.63,deconstruct_0.10,1080,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.64,deconstruct_0.10,1148,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.65,deconstruct_0.10,1028,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.66,deconstruct_0.10,816,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.67,deconstruct_0.10,186,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.68,deconstruct_0.10,509,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.69,deconstruct_0.10,5784,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.70,deconstruct_0.10,7827,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.71,deconstruct_0.10,2867,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.72,deconstruct_0.10,65,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.73,deconstruct_0.10,532,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.74,deconstruct_0.10,120,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.75,deconstruct_0.10,1047,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.76,deconstruct_0.10,217,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.77,deconstruct_0.10,3205,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.78,deconstruct_0.10,430,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.79,deconstruct_0.10,1028,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.80,deconstruct_0.10,2006,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.81,deconstruct_0.10,331,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.82,deconstruct_0.10,5318,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.83,deconstruct_0.10,16119,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.84,deconstruct_0.10,22182,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.85,deconstruct_0.10,1472,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.86,deconstruct_0.10,14900,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.87,deconstruct_0.10,901,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.88,deconstruct_0.10,1089,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.89,deconstruct_0.10,498,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.90,deconstruct_0.10,816,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.91,deconstruct_0.10,808,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.92,deconstruct_0.10,651,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.93,deconstruct_0.10,406,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.94,deconstruct_0.10,1104,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.95,deconstruct_0.10,3157,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.96,deconstruct_0.10,952,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.97,deconstruct_0.10,1814,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::S.98,deconstruct_0.10,5921,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::MSI-H.S.1,deconstruct_0.10,3983,0,0,0,0,0,0,0,0,0,0
Skin-Melanoma::MSI-H.S.2,deconstruct_0.10,649,0,0,0,0,0,0,0,0,0,0
Stomach-AdenoCA::S.1,deconstruct_0.10,0,0,225.672156634872,0,0,0,90.7121887344642,0,0,0,0
Stomach-AdenoCA::S.2,deconstruct_0.10,0,0,0,72.8296831250441,154.210054397892,0,0,0,0,0,0
Stomach-AdenoCA::S.3,deconstruct_0.10,0,74.6870280224254,0,61.3985647066893,0,0,59.3905238017777,0,0,0,0
Stomach-AdenoCA::S.4,deconstruct_0.10,0,53.1154021359296,0,46.7947701790003,0,0,0,0,28.8675954982456,0,0
Stomach-AdenoCA::S.5,deconstruct_0.10,0,86.3451995453727,0,39.6548004546273,0,0,0,0,0,0,0
Stomach-AdenoCA::S.6,deconstruct_0.10,0,31.7481686127679,0,0,0,0,129.231912884371,0,33.4932678557272,0,0
Stomach-AdenoCA::S.7,deconstruct_0.10,0,0,0,0,0,0,203.928317594684,0,31.3884943282275,0,0
Stomach-AdenoCA::S.8,deconstruct_0.10,0,29.6603592209351,0,53.3629756182208,0,0,142.715734668351,0,0,0,0
Stomach-AdenoCA::S.9,deconstruct_0.10,0,0,0,83.172478433224,0,0,174.827521566776,0,0,0,0
Stomach-AdenoCA::S.10,deconstruct_0.10,0,0,0,57.3512278548467,0,0,168.740454843941,0,0,0,0
Stomach-AdenoCA::S.11,deconstruct_0.10,0,32.6911157452397,0,78.8405635319338,0,0,77.4683207228265,0,0,0,0
Stomach-AdenoCA::S.12,deconstruct_0.10,0,37.3578412273122,0,15.5619076437426,0,0,0,0,11.7201635222194,0,0
Stomach-AdenoCA::S.13,deconstruct_0.10,0,59.3252073838711,0,260.1957159951,0,0,46.3622167912816,0,0,0,0
Stomach-AdenoCA::S.14,deconstruct_0.10,0,71.4379576944636,0,285.562042305536,0,0,0,0,0,0,0
Stomach-AdenoCA::S.15,deconstruct_0.10,0,178.574239629446,0,44.4257603705539,0,0,0,0,0,0,0
Stomach-AdenoCA::S.16,deconstruct_0.10,0,101.060136578921,0,0,0,0,38.1450789068426,0,0,0,0
Stomach-AdenoCA::S.17,deconstruct_0.10,0,92.3839544450448,0,93.6160455549552,0,0,0,0,0,0,0
Stomach-AdenoCA::S.18,deconstruct_0.10,0,40.139735889499,0,0,0,0,140.860264110501,0,0,0,0
Stomach-AdenoCA::S.19,deconstruct_0.10,0,26.7392633481226,0,113.260736651877,0,0,0,0,0,0,0
Stomach-AdenoCA::S.20,deconstruct_0.10,0,0,444.270445009278,0,0,0,0,0,0,0,0
Stomach-AdenoCA::S.21,deconstruct_0.10,0,8.09892096128454,0,42.9010790387155,0,0,0,0,0,0,0
Stomach-AdenoCA::S.22,deconstruct_0.10,0,49.6112667221859,34.1954713323624,0,0,0,0,0,36.1932619454518,0,0
Stomach-AdenoCA::S.23,deconstruct_0.10,0,0,28.0022253161986,0,0,0,91.0762792885428,0,44.6236527197949,0,0
Stomach-AdenoCA::S.24,deconstruct_0.10,0,0,0,190.160761153308,0,0,0,0,0,0,0
Stomach-AdenoCA::S.25,deconstruct_0.10,0,27.2935527984637,0,10.7324054372022,0,0,45.3730046416813,0,11.3164147380363,0,0
Stomach-AdenoCA::S.26,deconstruct_0.10,0,0,0,85.7283916011318,70.2930208344558,0,0,0,0,0,0
Stomach-AdenoCA::S.27,deconstruct_0.10,0,55.0163080867422,0,106.491275917112,0,0,69.0375848675447,0,0,0,0
Stomach-AdenoCA::S.28,deconstruct_0.10,0,76.6858682622678,0,204.872124107023,158.758063092525,0,175.865741539642,0,0,0,0
Stomach-AdenoCA::S.29,deconstruct_0.10,0,25.8719018325046,0,0,0,0,69.3661704930678,0,21.3587786810038,0,0
Stomach-AdenoCA::S.30,deconstruct_0.10,0,103.762593094162,0,133.884036994485,0,0,0,0,0,0,0
Stomach-AdenoCA::S.31,deconstruct_0.10,0,26.3572682317062,0,0,0,0,205.642731768294,0,0,0,0
Stomach-AdenoCA::S.32,deconstruct_0.10,0,0,34.3448559481786,0,0,0,55.3641234113358,0,32.9753354624731,0,0
Stomach-AdenoCA::S.33,deconstruct_0.10,0,0,0,248.173726025171,35.428369350414,0,59.7811918623763,0,0,0,0
Stomach-AdenoCA::S.34,deconstruct_0.10,0,26.9737125488777,0,75.1212514106468,0,0,66.5819181252371,0,0,0,0
Stomach-AdenoCA::S.35,deconstruct_0.10,0,31.3597651047297,0,125.716293347814,0,0,25.9239415474558,0,0,0,0
Stomach-AdenoCA::S.36,deconstruct_0.10,0,0,0,22.178417858329,0,0,0,0,7.41272736555192,0,0
