Sample.ID,Tool,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22a,SBS22b,SBS24,SBS26,SBS28,SBS29,SBS30,SBS31,SBS35,SBS37,SBS39,SBS40,SBS40a,SBS40b,SBS40c,SBS41,SBS44,SBS38
Lung-AdenoCA::S.34,fitms_0.010,0,0,0,0,15186.1633605488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15036.9097407258,0,0,0,0,0,0
Lung-AdenoCA::S.35,fitms_0.010,0,0,0,3906.97072597384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069.2569436638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.36,fitms_0.010,1040.51985437079,0,0,0,4315.27801931893,0,0,0,0,0,0,0,0,0,0,6365.79686859518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641.40645101798,0,0,0,0,0,0
Lung-AdenoCA::S.37,fitms_0.010,0,0,0,0,19035.3414096272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26185.6921167858,0,0,0,0,0,0
Lung-AdenoCA::S.38,fitms_0.010,0,3843.667034894,0,34598.483360177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630.92310883676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.39,fitms_0.010,0,0,0,0,4817.56367620892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7647.68126622241,0,0,0,0,0,0
Lung-AdenoCA::S.40,fitms_0.010,0,0,0,0,34037.1743299555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4256.75463361573,0,0,0,0,0,0
Lung-AdenoCA::S.41,fitms_0.010,0,0,0,8376.29040684332,31354.5805771204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.42,fitms_0.010,0,3768.03177625318,0,0,6989.27283124973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.43,fitms_0.010,0,0,0,0,11154.3465115757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667.50104272445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4046.83995015677,0,0,0,0,0,0
Lung-AdenoCA::S.44,fitms_0.010,0,6905.2493806438,0,38636.0366881681,21882.7274189648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.45,fitms_0.010,1108.33368077795,0,2541.45940269936,0,5789.55928672586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463.07799377155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6573.32868044695,0,0,0,0,0,0
Lung-AdenoCA::S.46,fitms_0.010,0,983.805959636631,0,0,3911.79054004145,0,0,0,0,0,0,0,0,0,0,12633.9537853028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.47,fitms_0.010,0,3100.66518938467,0,27104.7366469196,5283.4968708811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.48,fitms_0.010,0,12760.4103396753,4929.89064489187,0,6384.17032820788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22789.127435218,0,0,0,0,0,0
Lung-AdenoCA::S.49,fitms_0.010,0,4335.23184011327,0,0,17020.7980937203,0,0,0,0,0,0,0,0,0,0,4412.85290070706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.50,fitms_0.010,0,378.576101923505,0,0,0,0,0,0,0,0,0,0,0,0,0,4710.77856528108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.51,fitms_0.010,509.115474929078,692.399589714516,0,0,6765.39270868825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.52,fitms_0.010,0,5474.791411256,0,0,11159.2731555837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.53,fitms_0.010,1323.22341472977,1745.33726552471,2061.86097483661,12402.6413482213,2249.32782068268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660.25382558957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.54,fitms_0.010,0,0,0,21820.3783936171,2087.043480698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.55,fitms_0.010,0,0,0,54992.5119274018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.56,fitms_0.010,0,0,0,119504.219822656,0,0,0,0,0,0,0,0,0,0,0,19187.6815735669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.57,fitms_0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3334.13277912079,0,0,0,0,2002.38551415798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25405.6569566711,0,0,0,0,0,0
Lung-AdenoCA::S.58,fitms_0.010,629.152461629053,0,0,0,6722.54891794899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864.42350961051,0,0,0,0,0,0
Lung-AdenoCA::S.59,fitms_0.010,0,9963.62020217101,0,0,0,0,0,0,0,0,0,672.300104342317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.60,fitms_0.010,0,0,0,116612.785143012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.61,fitms_0.010,0,0,0,12128.1459723024,23410.1746207995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.62,fitms_0.010,0,0,0,21592.0067923262,4264.91200094381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.63,fitms_0.010,0,0,0,0,17865.5008678801,0,0,0,0,0,0,0,0,0,0,1481.61664884749,0,0,0,0,0,3839.74814155451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.64,fitms_0.010,0,0,3022.28881973278,34115.2408272082,19141.1031665475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.65,fitms_0.010,0,4615.90736075406,0,8235.87276082557,1357.42752939254,0,0,0,0,0,0,0,0,0,0,1615.13636523768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3752.82513688328,0,0,0,0,0,0
Lung-AdenoCA::S.66,fitms_0.010,0,2026.73918339424,0,13051.7324062295,8507.10692531114,0,0,0,0,0,0,0,0,0,0,2417.93905499019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.67,fitms_0.010,0,10268.5076436044,0,0,12863.1071289384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.68,fitms_0.010,0,0,0,84357.4774419253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9709.14931383259,0,0,0,0,0,0
Lung-AdenoCA::S.69,fitms_0.010,0,5953.5504588548,0,18525.8252394124,4624.59238757304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412.66579117885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707.89993294856,0,0,0,0,0,0
Lung-AdenoCA::S.70,fitms_0.010,744.291512636423,0,0,10866.2634396028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.71,fitms_0.010,0,0,1533.36635487229,0,2000.95585007938,0,0,0,0,0,0,0,0,0,0,2250.46066136035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14486.1218059611,0,0,0,0,0,0
Lung-AdenoCA::S.72,fitms_0.010,0,1404.2661472565,0,0,2325.84700965542,0,0,0,0,0,0,0,0,0,0,2632.771049119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.73,fitms_0.010,0,0,0,24707.1009312068,1581.38650702875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.74,fitms_0.010,0,10746.8618323101,0,19729.0483433649,12250.1479969898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.75,fitms_0.010,0,0,5205.54630883303,15858.8093939946,47680.1456879489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.76,fitms_0.010,296.915287491324,0,0,0,895.960900426982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.77,fitms_0.010,0,0,0,44900.0972231415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14856.8137974629,0,0,0,0,0,0
Lung-AdenoCA::S.78,fitms_0.010,0,0,0,0,4949.20180402765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4871.78564343334,0,0,0,0,0,0
Lung-AdenoCA::S.79,fitms_0.010,1097.05046201966,0,0,0,6384.48460672275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.80,fitms_0.010,169.407994156835,0,0,0,2084.28036362202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.81,fitms_0.010,0,0,3531.83965071197,24704.3032065789,9373.72027987339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150.56845180576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.82,fitms_0.010,0,0,10107.062436622,11578.7033944841,3110.13840802224,0,0,0,0,0,0,0,0,0,0,1925.24258260855,0,0,0,0,0,3206.57398153533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.83,fitms_0.010,0,0,4443.4616669153,0,3188.00451253334,0,0,0,0,0,0,0,0,0,0,6876.07159940629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.84,fitms_0.010,0,0,0,55266.2492850945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7869.5372898278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4265.35835342791,0,0,0,0,0,0
Lung-AdenoCA::S.85,fitms_0.010,0,3812.94309046422,1235.05366939306,9532.73810944539,5294.22144491625,0,0,0,0,0,0,0,0,0,0,1351.67015808724,0,0,0,0,0,1495.78104228677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.86,fitms_0.010,0,0,0,17883.074267273,1538.42664602944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.87,fitms_0.010,483.299324531748,0,3848.36696304811,0,0,0,0,0,0,0,0,0,0,0,0,2826.3573740757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.88,fitms_0.010,0,0,0,11481.9739914072,1095.87597631154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6639.34962714862,0,0,0,0,0,0
Lung-AdenoCA::S.89,fitms_0.010,0,0,0,27498.0761121689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7447.43214425648,0,0,0,0,0,0
Lung-AdenoCA::S.90,fitms_0.010,811.05416945887,0,0,0,7241.49170723693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.91,fitms_0.010,773.390597823468,0,0,2094.84539200766,1533.19613175021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.92,fitms_0.010,0,3169.8460068298,3669.55376396043,39724.1870458978,3878.06486629188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.93,fitms_0.010,0,0,0,48554.4797141761,3696.86130256564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.94,fitms_0.010,0,0,1225.77024973749,1508.36761965454,0,0,0,0,0,0,0,0,0,0,0,3300.24577798392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8599.6165703785,0,0,0,0,0,0
Lung-AdenoCA::S.95,fitms_0.010,0,4153.29192203756,0,8679.89271907861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368.54352497863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6720.62838349883,0,0,0,0,0,0
Lung-AdenoCA::S.96,fitms_0.010,0,0,0,53226.013911729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.97,fitms_0.010,0,0,0,0,24422.540890788,0,0,0,0,0,0,0,0,0,0,9190.21179269276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.98,fitms_0.010,660.012061185943,0,0,0,4927.34800684304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.999359379688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.99,fitms_0.010,0,0,0,29194.4790486831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.100,fitms_0.010,0,2454.3573083569,0,0,22108.0815359659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5108.32366255913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.1,fitms_0.010,478.085930894914,0,4560.31863203103,0,1396.13076801506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.2,fitms_0.010,920.869793389552,0,2911.15402096965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095.53481286003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101.10033331969,0,0,0,0,0,0
Ovary-AdenoCA::S.3,fitms_0.010,768.330410952183,0,1941.75323725975,0,1542.06991765925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.871860789114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.4,fitms_0.010,547.935434864905,0,1633.61777332476,0,1728.46103385154,0,0,0,0,0,0,0,0,0,0,508.359901588046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.354038998773,0,0,0,0,0,0
Ovary-AdenoCA::S.5,fitms_0.010,0,0,8309.23679383796,0,1510.732133193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4365.07668705524,0,0,0,0,0,0
Ovary-AdenoCA::S.6,fitms_0.010,0,0,6749.27467600277,0,1567.28716615872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.735818836763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.7,fitms_0.010,492.91461755271,295.696985011679,3005.76435028316,0,1920.62406907204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.8,fitms_0.010,367.884380686641,0,1984.66328288824,0,3098.36144770452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.9,fitms_0.010,586.745428495464,0,4072.22540733347,0,0,0,0,0,0,0,0,0,0,0,0,546.51383150346,0,0,0,0,0,1209.68495759452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.45578337206,0,0,0,0,0,0
Ovary-AdenoCA::S.10,fitms_0.010,0,0,2751.09667279333,0,0,0,0,0,0,0,0,0,0,0,0,1183.44691894269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3213.09841781231,0,0,0,0,0,0
Ovary-AdenoCA::S.11,fitms_0.010,526.0633474257,0,6275.26405711097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343.19175693322,0,0,0,0,0,0
Ovary-AdenoCA::S.12,fitms_0.010,330.536555999833,0,1850.57586381641,0,1344.99343201653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.13,fitms_0.010,728.615412664345,1408.11480395466,3775.83161266493,0,853.683336845855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3123.09650798238,0,0,0,0,0,0
Ovary-AdenoCA::S.14,fitms_0.010,593.777209992995,0,1451.27270380428,0,629.640012456641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.694173735321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742.6142978905,0,0,0,0,0,0
Ovary-AdenoCA::S.15,fitms_0.010,0,0,1489.08534845918,0,2400.38344278774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.755383753621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4653.61113065802,0,0,0,0,0,0
Ovary-AdenoCA::S.16,fitms_0.010,466.483491654616,0,695.912456232273,0,1619.74140118531,0,0,0,0,0,0,0,0,0,0,637.447130110356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.17,fitms_0.010,400.011984332775,432.178811883844,3438.89303739947,0,645.479953558903,0,0,0,0,0,0,0,0,0,0,316.436223742874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.18,fitms_0.010,0,0,1644.56980858624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176.97979096282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.19,fitms_0.010,745.855543149451,0,4475.68711308635,0,2607.78316820338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.20,fitms_0.010,490.574690083507,0,832.445939400985,0,3407.5961991806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999.501710219327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.21,fitms_0.010,0,0,6094.67994563317,0,4087.9337213178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266.9862846158,0,0,0,0,0,0
Ovary-AdenoCA::S.22,fitms_0.010,0,0,7061.89660427741,0,7388.44711216585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.23,fitms_0.010,0,0,4997.9451344818,0,792.034294432624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1897.22386479219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.24,fitms_0.010,0,0,4238.38784570653,0,801.578471573667,0,0,0,0,0,0,0,0,0,0,731.656709644324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220.16514747604,0,0,0,0,0,0
Ovary-AdenoCA::S.25,fitms_0.010,366.826104681431,0,2875.17226203169,0,862.182163123034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315.0270983465,0,0,0,0,0,0
Ovary-AdenoCA::S.26,fitms_0.010,0,492.628248904105,2384.79765712679,0,1098.54461366728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5111.32319756851,0,0,0,0,0,0
Ovary-AdenoCA::S.27,fitms_0.010,597.441062003635,0,5842.0854976383,0,942.481034696437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412.71115790164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.28,fitms_0.010,0,0,5647.17171136152,0,3203.59766266862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3142.95928597104,0,0,0,0,0,0
Ovary-AdenoCA::S.29,fitms_0.010,366.020187637102,558.650963517747,2656.32884318173,0,734.331809316742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.293263058457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.30,fitms_0.010,487.975874911279,0,4742.8625350788,0,0,0,0,0,0,0,0,0,0,0,0,674.698786461461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550.19153083011,0,0,0,0,0,0
Ovary-AdenoCA::S.31,fitms_0.010,348.213222897182,0,1909.85679899569,0,1028.9449901274,0,0,0,0,0,0,0,0,0,0,556.26438414938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.311125236828,0,0,0,0,0,0
Ovary-AdenoCA::S.32,fitms_0.010,0,0,7071.00537751712,0,1167.7421963365,0,0,0,0,0,0,0,0,0,0,836.304356717551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4593.07978134255,0,0,0,0,0,0
Ovary-AdenoCA::S.33,fitms_0.010,349.399733578365,0,4677.25496096637,0,865.467034885569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.34,fitms_0.010,0,0,11974.7612564999,0,4293.624347552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.35,fitms_0.010,1002.13274188682,0,2408.29987893837,0,3190.60073663029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.36,fitms_0.010,568.381251578055,513.145146338849,853.80832375653,0,618.320638779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.37,fitms_0.010,1141.17220981162,0,7493.77175610579,0,0,0,0,0,0,0,0,0,0,0,0,754.05604616112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.38,fitms_0.010,804.339512093382,0,5245.70286693817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.39,fitms_0.010,838.711689800669,0,0,0,677.288320649886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA::S.40,fitms_0.010,701.987584219466,0,3595.43255424087,0,3186.49288499286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300.85409817209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400.67766425387,0,0,0,0,0,0
Ovary-AdenoCA::S.41,fitms_0.010,552.241585264746,0,3886.89391349602,0,1627.97847561215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591.91891128469,0,0,0,0,0,0
