"Mutation type","Eso-AdenoCA::S.1","Eso-AdenoCA::S.2","Eso-AdenoCA::S.3","Eso-AdenoCA::S.4","Eso-AdenoCA::S.5","Eso-AdenoCA::S.6","Eso-AdenoCA::S.7","Eso-AdenoCA::S.8","Eso-AdenoCA::S.9","Eso-AdenoCA::S.10","Eso-AdenoCA::S.11","Eso-AdenoCA::S.12","Eso-AdenoCA::S.13","Eso-AdenoCA::S.14","Eso-AdenoCA::S.15","Eso-AdenoCA::S.16","Eso-AdenoCA::S.17","Eso-AdenoCA::S.18","Eso-AdenoCA::S.19","Eso-AdenoCA::S.20","Eso-AdenoCA::S.21","Eso-AdenoCA::S.22","Eso-AdenoCA::S.23","Eso-AdenoCA::S.24","Eso-AdenoCA::S.25","Eso-AdenoCA::S.26","Eso-AdenoCA::S.27","Eso-AdenoCA::S.28","Eso-AdenoCA::S.29","Eso-AdenoCA::S.30","Eso-AdenoCA::S.31","Eso-AdenoCA::S.32","Eso-AdenoCA::S.33","Eso-AdenoCA::S.34","Eso-AdenoCA::S.35","Eso-AdenoCA::S.36","Eso-AdenoCA::S.37","Eso-AdenoCA::S.38","Eso-AdenoCA::S.39","Eso-AdenoCA::S.40","Eso-AdenoCA::S.41","Eso-AdenoCA::S.42","Eso-AdenoCA::S.43","Eso-AdenoCA::S.44","Eso-AdenoCA::S.45","Eso-AdenoCA::S.46","Eso-AdenoCA::S.47","Eso-AdenoCA::S.48","Eso-AdenoCA::S.49","Eso-AdenoCA::S.50","Eso-AdenoCA::S.51","Eso-AdenoCA::S.52","Eso-AdenoCA::S.53","Eso-AdenoCA::S.54","Eso-AdenoCA::S.55","Eso-AdenoCA::S.56","Eso-AdenoCA::S.57","Eso-AdenoCA::S.58","Eso-AdenoCA::S.59","Eso-AdenoCA::S.60","Eso-AdenoCA::S.61","Eso-AdenoCA::S.62","Eso-AdenoCA::S.63","Eso-AdenoCA::S.64","Eso-AdenoCA::S.65","Eso-AdenoCA::S.66","Eso-AdenoCA::S.67","Eso-AdenoCA::S.68","Eso-AdenoCA::S.69","Eso-AdenoCA::S.70","Eso-AdenoCA::S.71","Eso-AdenoCA::S.72","Eso-AdenoCA::S.73","Eso-AdenoCA::S.74","Eso-AdenoCA::S.75","Eso-AdenoCA::S.76","Eso-AdenoCA::S.77","Eso-AdenoCA::S.78","Eso-AdenoCA::S.79","Eso-AdenoCA::S.80","Eso-AdenoCA::S.81","Eso-AdenoCA::S.82","Eso-AdenoCA::S.83","Eso-AdenoCA::S.84","Eso-AdenoCA::S.85","Eso-AdenoCA::S.86","Eso-AdenoCA::S.87","Eso-AdenoCA::S.88","Eso-AdenoCA::S.89","Eso-AdenoCA::S.90","Eso-AdenoCA::S.91","Eso-AdenoCA::S.92","Eso-AdenoCA::S.93","Eso-AdenoCA::S.94","Eso-AdenoCA::S.95","Eso-AdenoCA::S.96","Eso-AdenoCA::S.97","Eso-AdenoCA::S.98","Eso-AdenoCA::S.99","Eso-AdenoCA::S.100"
"TC>AT",0,2,1,0,1,0,1,5,3,0,3,3,3,0,5,7,3,8,4,3,4,0,3,0,1,16,0,2,15,0,4,0,3,6,7,1,1,11,10,3,2,1,1,3,0,1,8,1,0,0,3,1,11,1,6,2,7,2,1,0,8,5,0,0,0,1,15,2,1,9,4,1,3,4,1,3,0,0,1,11,1,3,3,3,0,3,2,2,5,6,1,1,0,3,2,1,3,9,16,3
"TC>CA",3,7,0,2,2,1,8,8,5,5,13,1,6,0,6,2,4,10,9,5,4,12,4,4,0,8,1,2,6,0,1,0,2,17,2,6,9,5,0,2,3,5,2,3,1,2,5,1,2,0,2,1,2,18,4,3,2,4,2,2,15,14,1,5,2,7,2,1,2,5,1,0,0,8,2,2,1,2,7,3,4,2,7,1,4,0,1,0,5,10,2,11,0,0,1,1,4,10,10,13
"TC>CG",0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2
"TC>CT",1,2,1,0,4,0,4,7,1,0,4,2,3,2,4,4,2,7,3,3,1,4,3,2,0,5,1,2,2,0,6,0,1,9,1,3,0,0,3,9,2,2,15,4,2,0,5,1,4,1,1,3,6,2,5,4,6,0,1,3,2,5,0,1,1,0,1,5,1,3,0,3,0,6,1,3,0,0,1,0,4,1,1,0,2,0,3,4,4,7,0,2,0,1,0,3,3,1,3,1
"TC>GA",2,1,0,0,11,1,0,9,2,1,25,2,1,1,1,1,1,3,4,2,1,5,4,1,0,0,0,0,5,1,9,0,0,5,0,2,3,1,1,4,3,1,4,3,0,1,0,1,0,0,3,0,5,1,0,2,1,0,2,0,0,1,0,11,2,0,1,2,0,2,0,0,3,0,2,0,0,0,2,1,0,3,2,0,7,0,1,0,0,2,2,3,0,2,0,3,2,4,2,2
"TC>GG",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,1,1,0,1,0
"TC>GT",1,0,0,1,0,0,1,14,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,1,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"TG>AA",0,1,3,0,2,3,1,0,2,0,0,2,3,1,1,1,2,3,3,1,3,1,1,2,1,3,1,2,6,6,14,7,3,0,1,0,0,0,1,7,1,1,0,7,0,2,3,1,1,0,2,1,5,2,5,2,2,8,6,0,1,2,2,3,1,2,0,1,2,3,1,2,0,1,2,0,3,0,4,2,5,1,2,0,1,3,0,1,3,0,1,2,1,0,2,4,6,2,1,4
"TG>AC",0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2,4,4,1,1,1,0,0,0,1,0,1,1,0,0,1,2,0,0,0,1,2,0,2,0,1,1,0,1,0,1,0,1,0,0,0,2,0,1,3,1,0,1,1,1,0,0,0,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,2
"TG>AT",1,0,6,1,24,4,7,6,2,0,0,8,2,6,2,0,4,9,3,5,2,3,0,0,1,1,0,1,5,6,1,2,2,4,19,6,3,1,2,5,2,0,8,4,6,9,12,8,1,0,4,3,3,24,0,5,4,7,0,0,23,1,23,0,16,7,1,0,8,7,7,1,0,2,4,0,1,6,3,2,10,2,2,5,0,2,8,0,2,0,2,0,0,0,0,1,0,3,6,1
"TG>CA",5,3,0,4,1,0,5,5,3,0,0,0,2,2,6,10,2,4,8,1,1,7,1,2,0,2,1,0,0,2,8,3,8,4,3,1,1,10,0,0,7,2,3,2,0,1,6,0,2,2,0,0,1,4,3,1,2,3,5,0,2,3,1,0,1,3,4,1,6,1,2,2,0,2,2,5,9,2,1,6,2,3,5,2,0,0,3,0,10,1,0,3,0,0,2,6,3,6,0,0
"TG>CC",1,3,0,0,1,0,1,2,2,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,3,0,0,2,0,0,0,4,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"TG>CT",0,0,0,10,6,7,9,10,9,0,2,4,4,2,26,21,8,13,1,8,1,1,1,2,2,0,5,0,23,2,2,1,0,4,7,4,1,0,9,0,4,4,1,1,2,2,2,6,0,1,2,7,2,30,1,1,9,8,8,1,16,2,7,3,6,2,1,0,5,2,13,10,0,2,5,1,1,2,1,1,4,14,0,1,1,4,0,26,13,0,8,0,0,0,2,6,0,1,7,0
"TG>GA",0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,0,0,2,1,1,1,4,1,0,0,0,0,0,1,0,1,0,3,0,1,0,2,1,1,2,0,4,0,3,1,0,3,0,0,0,0,0,2,2,0,0,1,0,4,0,0,2,1,3,0,1,0,0,0,2,0,0,1,0,1,0,2,0,0,0,1,2,2,0,0,0,1,1,0,0,0,2,0,1,1,4,1,2,1,1
"TG>GC",0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,4,2,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,2,1,2,0,0,0,1,0,0,2,1,1,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,0
"TG>GT",1,1,0,0,3,1,2,1,2,1,0,1,10,1,2,2,0,4,3,0,0,1,2,0,0,0,0,2,0,4,3,2,3,2,0,1,0,0,0,3,3,3,1,2,2,2,2,11,0,0,0,0,1,1,0,0,1,1,6,1,2,0,3,0,0,0,2,1,0,4,3,6,1,3,0,2,0,2,4,0,1,3,1,4,0,2,0,2,5,0,0,1,0,1,1,0,1,1,1,4
"TT>AA",4,0,1,0,0,21,7,1,1,0,1,16,8,0,22,135,7,5,16,0,0,1,8,2,0,0,0,0,0,24,18,1,90,2,21,0,0,25,37,0,31,30,3,3,1,0,2,0,0,0,1,0,3,0,5,4,4,11,17,0,0,20,0,2,0,9,0,0,8,3,0,0,0,12,0,0,25,2,0,0,27,10,6,0,0,1,16,15,1,4,0,0,0,3,1,2,1,0,3,0
"TT>AC",2,0,0,0,0,5,1,0,0,0,0,3,1,0,0,1,1,0,13,0,0,0,0,1,0,1,0,0,0,0,57,6,3,0,0,0,0,0,5,2,1,10,1,4,1,0,7,0,0,0,0,1,2,1,6,1,4,5,1,1,0,0,0,0,0,0,0,0,3,5,0,0,0,2,0,0,2,0,0,2,1,7,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0
"TT>AG",2,0,0,1,0,6,0,0,2,0,4,1,5,0,5,0,3,4,2,0,1,1,1,2,1,1,0,0,0,4,10,0,3,0,1,0,3,1,2,0,3,0,0,6,0,1,1,1,0,0,0,1,0,1,2,3,27,9,2,1,0,0,0,1,0,1,0,4,0,0,1,0,0,2,0,0,2,0,0,0,0,1,2,0,0,0,2,3,1,1,0,1,0,0,3,11,3,2,0,1
"TT>CA",8,0,0,0,0,1,0,1,0,0,0,2,2,0,1,14,2,6,7,0,1,3,0,7,0,0,0,0,0,6,39,2,2,0,6,0,0,0,0,1,9,20,1,3,3,0,5,0,0,0,1,0,1,0,6,3,3,13,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,1,6,0,0,0,15,6,0,4,0,0,4,9,0,2,3,1,0,0,22,5,6,0,1,0
"TT>CC",0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,1,4,7,0,0,0,3,1,0,0,0,0,0,0,1,2,6,3,0,5,1,1,3,2,0,1,2,0,3,1,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,0,1,0,2,3,0,0,0,0,0,4,0,1,0,0,0,1,0,5,0,0,1,0
"TT>CG",0,0,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TT>GA",4,0,0,2,0,3,0,0,1,0,3,0,0,0,0,3,0,0,6,0,0,1,2,1,0,0,0,0,0,0,2,6,1,6,2,0,0,2,0,0,0,4,1,13,4,0,4,0,0,0,0,0,0,0,3,0,9,8,1,0,0,1,0,0,0,1,0,1,0,4,0,0,0,1,0,0,1,0,0,0,6,1,3,0,0,0,3,1,0,3,1,0,0,0,0,0,7,0,0,0
"TT>GC",0,0,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
"TT>GG",0,0,0,0,10,4,0,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
