"Mutation type","Kidney-RCC::S.1","Kidney-RCC::S.2","Kidney-RCC::S.3","Kidney-RCC::S.4","Kidney-RCC::S.5","Kidney-RCC::S.6","Kidney-RCC::S.7","Kidney-RCC::S.8","Kidney-RCC::S.9","Kidney-RCC::S.10","Kidney-RCC::S.11","Kidney-RCC::S.12","Kidney-RCC::S.13","Kidney-RCC::S.14","Kidney-RCC::S.15","Kidney-RCC::S.16","Kidney-RCC::S.17","Kidney-RCC::S.18","Kidney-RCC::S.19","Kidney-RCC::S.20","Kidney-RCC::S.21","Kidney-RCC::S.22","Kidney-RCC::S.23","Kidney-RCC::S.24","Kidney-RCC::S.25","Kidney-RCC::S.26","Kidney-RCC::S.27","Kidney-RCC::S.28","Kidney-RCC::S.29","Kidney-RCC::S.30","Kidney-RCC::S.31","Kidney-RCC::S.32","Kidney-RCC::S.33","Kidney-RCC::S.34","Kidney-RCC::S.35","Kidney-RCC::S.36","Kidney-RCC::S.37","Kidney-RCC::S.38","Kidney-RCC::S.39","Kidney-RCC::S.40","Kidney-RCC::S.41","Kidney-RCC::S.42","Kidney-RCC::S.43","Kidney-RCC::S.44","Kidney-RCC::S.45","Kidney-RCC::S.46","Kidney-RCC::S.47","Kidney-RCC::S.48","Kidney-RCC::S.49","Kidney-RCC::S.50","Kidney-RCC::S.51","Kidney-RCC::S.52","Kidney-RCC::S.53","Kidney-RCC::S.54","Kidney-RCC::S.55","Kidney-RCC::S.56","Kidney-RCC::S.57","Kidney-RCC::S.58","Kidney-RCC::S.59","Kidney-RCC::S.60","Kidney-RCC::S.61","Kidney-RCC::S.62","Kidney-RCC::S.63","Kidney-RCC::S.64","Kidney-RCC::S.65","Kidney-RCC::S.66","Kidney-RCC::S.67","Kidney-RCC::S.68","Kidney-RCC::S.69","Kidney-RCC::S.70","Kidney-RCC::S.71","Kidney-RCC::S.72","Kidney-RCC::S.73","Kidney-RCC::S.74","Kidney-RCC::S.75","Kidney-RCC::S.76","Kidney-RCC::S.77","Kidney-RCC::S.78","Kidney-RCC::S.79","Kidney-RCC::S.80","Kidney-RCC::S.81","Kidney-RCC::S.82","Kidney-RCC::S.83","Kidney-RCC::S.84","Kidney-RCC::S.85","Kidney-RCC::S.86","Kidney-RCC::S.87","Kidney-RCC::S.88","Kidney-RCC::S.89","Kidney-RCC::S.90","Kidney-RCC::S.91","Kidney-RCC::S.92","Kidney-RCC::S.93","Kidney-RCC::S.94","Kidney-RCC::S.95","Kidney-RCC::S.96","Kidney-RCC::S.97","Kidney-RCC::S.98","Kidney-RCC::S.99"
"INS_repeats_3_0",2,2,2,0,3,2,2,8,1,2,0,0,1,1,1,3,0,2,7,2,2,8,5,2,1,5,2,4,1,6,1,0,3,1,8,1,0,1,0,0,0,2,1,1,2,3,2,2,2,2,2,3,0,2,0,3,1,3,3,0,2,1,2,2,1,0,5,4,3,0,1,3,1,1,4,0,1,0,2,1,1,6,2,2,0,1,1,2,2,1,1,2,2,0,2,3,1,1,3
"INS_repeats_3_1",0,0,5,1,3,1,6,2,0,0,1,5,3,3,3,13,2,2,4,3,4,10,8,2,2,12,1,3,1,5,5,1,3,1,5,1,6,2,5,1,1,2,2,3,3,4,3,3,4,0,5,4,2,1,7,9,0,1,0,0,1,3,6,2,0,1,6,0,1,0,1,3,5,1,3,4,4,1,6,3,0,5,2,0,6,8,9,4,2,1,8,3,1,5,1,3,2,0,7
"INS_repeats_3_2",2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,2,3,0,0,0,1,1,0,6,0,1,1,0,2,0,3,2,0,0,1,1,0,0,1,4,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,2,1,0,0,1,1,1,1,1,2,0,1,1,0,1,2,2,0
"INS_repeats_3_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_3_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"INS_repeats_3_5+",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"INS_repeats_4_0",0,2,3,2,0,2,6,3,4,1,0,1,2,0,2,2,1,0,2,8,3,2,0,6,0,4,1,0,1,2,1,1,2,2,0,2,1,0,0,4,0,0,3,1,2,4,0,0,1,0,2,0,1,0,3,1,0,2,0,1,0,0,0,2,0,1,6,2,1,0,0,2,1,1,0,2,2,1,0,0,2,5,0,1,0,3,0,6,0,1,1,0,0,2,0,1,2,1,1
"INS_repeats_4_1",0,1,1,0,1,0,6,3,1,2,0,3,2,0,3,1,0,3,4,2,0,6,2,4,2,0,2,1,4,2,1,0,3,0,3,5,3,2,0,2,3,0,3,3,9,1,0,4,0,0,2,3,1,3,4,1,0,2,1,2,0,1,5,3,0,0,1,0,6,1,1,1,3,5,0,1,3,1,3,6,1,4,3,0,1,1,4,0,2,2,2,1,1,2,1,3,2,2,1
"INS_repeats_4_2",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"INS_repeats_4_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_4_4",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"INS_repeats_4_5+",0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,1,0
"INS_repeats_5+_0",0,1,1,1,1,1,4,6,3,1,2,6,1,5,4,4,1,4,5,3,1,3,2,4,1,7,0,1,2,16,0,0,3,3,2,1,4,0,0,2,1,4,5,10,5,4,5,1,1,1,7,2,6,2,0,10,3,4,0,1,0,3,3,3,6,1,2,3,3,2,0,1,0,5,1,1,3,0,5,2,1,1,0,0,0,2,8,3,1,1,0,1,3,0,1,1,2,1,1
"INS_repeats_5+_1",2,4,2,4,1,0,6,9,1,11,4,3,4,1,3,1,10,6,5,13,2,3,3,4,2,8,4,2,6,5,2,3,5,4,5,1,4,0,6,8,2,3,4,6,11,3,8,1,2,5,4,10,3,7,1,5,1,1,5,0,4,2,3,6,1,1,4,7,0,0,6,0,5,7,2,3,8,4,6,10,3,2,1,2,9,6,5,5,0,2,9,2,9,2,7,3,6,5,0
"INS_repeats_5+_2",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"INS_repeats_5+_3",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"INS_repeats_5+_4",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_5+_5+",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1
"DEL_MH_2_1",13,23,9,10,6,24,30,22,12,13,4,4,23,6,3,41,10,16,27,36,38,9,28,11,14,41,13,10,5,22,4,5,9,10,20,11,16,16,5,16,20,6,24,29,31,20,16,7,8,14,16,13,20,9,13,26,2,34,7,6,16,28,17,23,14,17,59,20,4,6,9,15,13,8,8,24,13,10,13,8,22,28,4,2,13,28,20,22,17,6,16,13,17,14,14,12,42,16,14
"DEL_MH_3_1",1,14,3,5,1,7,9,25,8,5,6,8,6,5,7,15,5,8,19,9,3,11,8,4,4,16,8,19,9,18,5,9,9,6,12,24,19,7,6,9,12,3,5,9,11,4,11,5,3,2,1,5,7,8,8,5,5,6,3,11,5,5,6,8,11,6,5,16,7,9,9,0,21,16,10,7,10,5,7,6,7,9,6,4,7,13,8,2,3,2,5,5,3,6,4,7,10,8,1
"DEL_MH_3_2",4,5,8,6,2,8,5,9,2,8,1,4,3,2,2,5,3,7,11,9,9,7,13,11,4,7,2,6,9,8,3,2,3,0,5,1,10,0,4,4,5,1,9,8,9,6,2,0,1,4,8,2,10,13,11,10,0,7,2,2,3,9,2,7,7,1,12,9,17,9,3,5,7,10,4,10,2,3,11,4,5,4,5,3,8,0,7,3,7,5,7,2,6,5,9,1,8,1,6
"DEL_MH_4_1",9,3,3,3,5,1,2,3,1,3,5,1,3,0,4,6,1,4,12,8,12,2,4,8,4,16,3,5,3,5,1,3,4,8,2,10,9,0,3,5,2,1,5,6,12,4,9,3,1,1,9,2,1,3,1,11,3,10,4,5,8,7,3,5,6,0,6,6,16,7,0,2,3,6,3,4,1,3,9,6,2,7,1,3,1,9,4,1,4,3,0,5,4,4,1,3,4,3,4
"DEL_MH_4_2",2,1,2,8,7,6,1,2,3,5,2,1,20,3,4,8,2,3,4,8,3,4,3,2,1,2,1,8,1,3,1,0,5,3,9,2,7,2,1,1,3,0,0,6,1,3,2,1,3,2,3,6,3,8,6,11,2,4,9,4,4,6,4,1,2,1,4,2,6,1,2,2,1,3,1,3,2,2,15,2,7,3,3,1,3,2,1,9,6,3,3,0,3,1,6,0,1,7,2
"DEL_MH_4_3",1,1,2,4,1,2,6,6,0,2,0,4,6,1,1,5,3,1,5,0,5,4,8,2,2,7,0,0,4,2,0,3,1,1,2,2,1,1,5,3,1,2,8,2,5,1,1,1,0,1,0,1,2,1,12,0,1,3,3,2,4,5,8,2,2,1,7,1,3,0,1,0,3,1,3,7,0,1,2,1,1,0,0,0,7,1,5,3,0,1,4,1,0,0,0,0,4,0,2
"DEL_MH_5+_1",3,38,66,30,40,58,29,67,33,51,44,79,31,27,13,52,21,80,43,64,61,30,42,12,50,29,49,47,26,39,53,45,43,50,17,34,52,26,11,46,36,49,34,143,76,37,28,96,21,20,33,26,42,15,57,24,22,28,43,29,49,44,18,25,29,34,36,23,18,27,12,12,68,15,145,21,30,30,67,52,106,51,16,20,40,47,81,124,16,17,33,11,37,81,29,22,69,19,63
"DEL_MH_5+_2",7,20,20,20,4,6,20,22,13,30,49,14,18,20,10,35,21,105,22,46,50,13,38,20,20,17,21,14,7,9,35,10,17,16,24,13,25,3,10,17,35,18,20,25,22,31,23,22,4,14,26,31,17,9,14,9,5,7,27,18,18,6,11,27,13,6,15,17,22,16,13,5,69,12,9,26,6,17,14,7,45,17,23,9,33,10,32,6,5,12,22,11,29,21,14,12,35,24,19
"DEL_MH_5+_3",5,8,17,7,20,15,20,20,9,11,10,4,5,15,6,15,11,47,10,16,4,14,6,14,9,5,2,4,9,13,17,7,2,8,13,6,13,1,10,6,19,11,7,14,19,9,11,11,0,9,4,5,1,8,7,5,2,8,9,5,9,5,6,6,12,8,9,13,10,10,8,18,21,4,10,10,13,6,8,11,8,15,8,5,9,13,15,12,9,5,5,5,18,10,15,10,14,7,8
"DEL_MH_5+_4",1,5,6,2,5,4,4,3,5,1,3,2,5,4,1,4,5,76,3,4,7,4,3,0,1,6,3,1,1,1,4,7,2,8,5,8,5,1,2,1,7,2,2,8,4,3,1,10,2,0,5,2,2,4,0,1,0,2,0,4,0,5,2,5,0,2,6,7,1,2,3,2,13,4,10,1,1,1,3,5,7,8,3,4,7,1,4,5,0,1,4,0,1,2,1,7,9,1,9
"DEL_MH_5+_5+",2,4,1,1,10,3,6,2,0,2,3,1,2,4,2,12,4,40,3,0,3,1,4,1,4,1,1,2,1,1,1,2,1,1,3,3,3,0,3,2,10,2,1,3,1,2,0,3,3,0,8,3,4,2,1,1,3,1,1,1,0,2,4,9,1,0,1,2,3,4,3,4,5,0,6,2,1,0,1,2,3,1,0,2,2,1,4,4,1,1,0,0,1,11,2,3,5,4,5
