Sample.ID,Tool,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22a,SBS22b,SBS26,SBS28,SBS29,SBS30,SBS31,SBS35,SBS37,SBS38,SBS40,SBS40a,SBS40b,SBS40c,SBS41,SBS44,SBS24,SBS39
ColoRect-AdenoCA::S.35,fitms_0.06,4373.8222896944,0,0,0,2241.18772337376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3771.03271277101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.36,fitms_0.06,3432.31724205813,0,0,0,0,0,0,0,0,0,0,0,1028.9421323678,0,0,0,0,0,0,1669.49425184278,0,8463.61918475024,0,0,0,0,0,0,0,0,0,0,0,0,0,947.880019129344,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.37,fitms_0.06,3515.11459069481,0,0,0,5057.28904436007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956.49913711944,0,0,0,0,0,0,0,0,0,0,0,0,0,8474.05427320098,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.38,fitms_0.06,2571.9971292439,0,0,0,563.797132111077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707.35890889878,1441.71660714642,0,0,0,0,0,0,0,0,0,0,0,0,0,4215.54860008131,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.39,fitms_0.06,3871.36713253995,0,0,0,1468.91193183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9203.13350913078,0,0,0,0,0,0,0,0,0,0,0,0,0,4792.16657405597,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.40,fitms_0.06,2602.910225095,0,0,0,1590.83850416652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3089.69672279065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.41,fitms_0.06,2413.17494446261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13568.0083563396,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.42,fitms_0.06,1218.66829715335,0,0,0,1685.63167738397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751.211606083067,0,2474.55156770712,0,0,0,0,0,0,0,0,0,0,0,0,0,8546.10582998291,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.43,fitms_0.06,2563.07896273237,0,0,0,2355.21277273615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517.48127975039,0,3370.30622870765,0,0,0,0,0,0,0,0,0,0,0,0,0,8335.40584892758,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.44,fitms_0.06,1771.60533097707,0,0,0,3438.95855494876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142.40979383091,0,0,0,0,0,0,0,0,0,0,0,0,0,12277.9130608645,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.45,fitms_0.06,1755.60194934399,0,0,0,4425.20234734211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271.423306085,0,0,0,0,0,0,0,0,0,0,0,0,0,8148.97933936324,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.46,fitms_0.06,1722.39350449689,0,0,0,2896.13668019713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659.26594557774,0,0,0,0,0,0,0,0,0,0,0,0,0,2320.87227351183,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.47,fitms_0.06,2014.23983221745,0,0,0,2060.49380349722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453.14574604073,0,1765.03558589718,0,0,0,0,0,0,0,0,0,0,0,0,0,7165.26449780359,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.48,fitms_0.06,3211.15809667133,0,0,0,4705.3919793564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16820.85293981,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.49,fitms_0.06,2688.60004290492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5211.78859052002,0,0,0,0,0,0,0,0,0,0,0,0,0,8804.59314244936,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.50,fitms_0.06,2415.98601712802,0,0,0,3151.66690209628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476.5324217833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4330.94109277898,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.51,fitms_0.06,2367.20438155247,0,0,0,3541.79389700126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543.15426112427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.52,fitms_0.06,3161.21270265789,0,0,0,791.234549880374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3317.58649897822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.53,fitms_0.06,2803.28276523023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242.59517043761,0,0,0,0,0,0,0,0,0,0,0,0,0,13849.921707238,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.54,fitms_0.06,2070.36324760168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7172.15882450277,0,0,0,0,0,0,0,0,0,0,0,0,0,4856.51155081312,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.55,fitms_0.06,3123.54587195573,0,0,0,4210.0260242441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4731.47893656996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.56,fitms_0.06,4037.28277570966,0,0,0,2421.02064409626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948.96832558282,0,0,0,0,0,0,0,0,0,0,0,0,0,3250.16002890549,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.57,fitms_0.06,1651.51461382694,0,0,0,1909.92088965834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3210.88714068575,0,0,0,0,0,0,0,0,0,0,0,0,0,5837.86161768859,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.58,fitms_0.06,2466.90981655558,0,0,0,1059.96928464636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4981.02280525628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.59,fitms_0.06,2729.07394704644,0,0,0,1987.07501789725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5449.82174245553,0,0,0,0,0,0,0,0,0,0,0,0,0,5909.27252467547,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.60,fitms_0.06,3128.89560119625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306.86764117925,0,0,0,0,0,0,0,0,0,0,0,0,0,9172.37554514769,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.61,fitms_0.06,1770.72709144268,0,0,0,990.270241554683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613.79876391582,0,0,0,0,0,0,0,0,0,0,0,1969.30875336642,0,6353.25821360952,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.62,fitms_0.06,3588.54627235422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184.19772120505,0,0,0,0,0,0,0,0,0,0,0,0,0,15245.2875746201,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.63,fitms_0.06,2947.77703663862,0,0,0,5108.17500695119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6217.2954625374,0,0,0,0,0,0,0,0,0,0,0,0,0,4613.06367703523,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.64,fitms_0.06,1610.77981480873,0,0,0,2111.35599954411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14031.2172756693,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.65,fitms_0.06,3050.26357611033,0,0,0,4141.9960702887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4148.66988016328,0,0,0,0,0,0,0,0,0,0,0,0,0,4759.07056221302,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.66,fitms_0.06,1805.71692664564,0,0,0,3320.29993886872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843.53375900958,0,3468.25938072188,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.67,fitms_0.06,1713.81379180174,0,0,0,1141.21989155649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954.732978029463,0,0,0,0,0,0,0,0,0,0,0,0,0,7395.07198697222,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.68,fitms_0.06,2255.34574935545,0,0,0,2390.91498813217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3726.13100577941,0,0,0,0,0,0,0,0,0,0,0,0,0,5363.26674178497,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.69,fitms_0.06,2700.00567443104,0,0,0,2829.6676974932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3866.4406489096,0,0,0,0,0,0,870.25943814025,0,0,0,0,0,0,6850.6266129206,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.70,fitms_0.06,3535.96391477052,0,0,0,3937.15268414694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4888.28947722892,0,0,0,0,0,0,0,0,0,0,0,0,0,9426.39675250768,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.1,fitms_0.06,0,0,0,0,293855.736017154,0,0,0,0,0,0,0,264275.743584691,76729.2365230635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199937.077525366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.2,fitms_0.06,0,0,0,0,158681.987676784,0,0,0,0,0,0,0,68806.6682569175,283939.344107398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178864.88779142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.3,fitms_0.06,72439.3920778262,0,0,0,58445.6461143816,0,0,0,0,0,0,0,296284.399945601,92616.4807241692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67351.8055582146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.4,fitms_0.06,0,0,0,0,361266.437866983,0,0,0,0,0,0,0,801949.449170009,182001.651042137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132665.955771637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.5,fitms_0.06,0,0,0,0,160941.609830467,0,0,0,0,0,0,0,346239.893819757,224240.94960584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574525.577104037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.6,fitms_0.06,0,0,0,0,79216.5814904714,0,0,0,0,0,0,0,332951.212492923,349602.96747621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77609.4946009204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.7,fitms_0.06,0,0,0,0,386482.335748379,0,0,0,0,0,0,0,929076.918486949,94546.9986323226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200390.081540774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.8,fitms_0.06,0,0,0,0,0,0,0,0,0,0,0,0,694259.330064009,162340.002986899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412825.341044962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.9,fitms_0.06,0,0,0,0,458380.352097712,0,0,0,0,0,0,0,462040.184960142,144301.735489221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.10,fitms_0.06,0,0,0,0,221478.61345855,0,0,0,0,0,0,0,698204.353249639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58056.9035490694,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.11,fitms_0.06,32273.540411141,0,0,0,91445.299804331,0,0,0,0,0,0,0,113515.761658597,46140.2691088456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18395.0881451771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.12,fitms_0.06,0,0,0,0,162212.575693393,0,0,0,0,0,0,0,531625.900470867,368519.429498633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144637.175709037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.13,fitms_0.06,0,0,0,0,115561.37775194,0,0,0,0,0,0,0,159241.72282259,143334.581600642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98385.2439684208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.14,fitms_0.06,77700.2695587738,0,0,0,230985.631659211,0,0,0,0,0,0,0,546572.837490238,75470.2777393666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178150.349292915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.1,fitms_0.06,9059.80252583942,0,0,0,17049.2512235633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3633.22995575311,0,0,0,0,34725.5204381064,0,0
ColoRect-AdenoCA::MSI-H.S.2,fitms_0.06,19783.237473628,0,0,0,15111.1601389524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49063.6955817049,0,0
ColoRect-AdenoCA::MSI-H.S.3,fitms_0.06,14915.7051489247,0,0,0,11127.9710971193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49232.7585684958,0,0
ColoRect-AdenoCA::MSI-H.S.4,fitms_0.06,10660.6483449148,0,0,0,50176.1281817969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32441.422910672,0,0
ColoRect-AdenoCA::MSI-H.S.5,fitms_0.06,8239.35329246985,0,0,0,37687.2572422296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63886.237861119,0,0
ColoRect-AdenoCA::MSI-H.S.6,fitms_0.06,21498.8186944957,0,0,0,38527.5998458721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59970.4220412516,0,0
ColoRect-AdenoCA::MSI-H.S.7,fitms_0.06,25400.6151833158,0,0,0,25880.994886418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37962.235554523,0,0
ColoRect-AdenoCA::MSI-H.S.8,fitms_0.06,0,0,0,0,39132.3250348075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9915.23806504372,0,0,0,0,0,0,62559.9618875488,0,0
ColoRect-AdenoCA::MSI-H.S.9,fitms_0.06,12945.4576632894,0,0,0,39109.5549112325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72416.132069857,0,0
ColoRect-AdenoCA::MSI-H.S.10,fitms_0.06,10290.1840004503,0,0,0,62120.2679087133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42797.027679041,0,0
ColoRect-AdenoCA::MSI-H.S.11,fitms_0.06,2649.78548657019,0,0,0,11697.608819366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8651.58650971322,0,0
ColoRect-AdenoCA::MSI-H.S.12,fitms_0.06,17092.8041569115,0,0,0,45446.8857076486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67595.6924770433,0,0
ColoRect-AdenoCA::MSI-H.S.13,fitms_0.06,15118.0186790834,0,0,0,18493.1556751398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6363.02833520944,0,0,0,0,51802.1190990079,0,0
ColoRect-AdenoCA::MSI-H.S.14,fitms_0.06,18691.9730607633,0,0,0,8408.81361079368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30814.8250043432,0,0
ColoRect-AdenoCA::MSI-H.S.15,fitms_0.06,49380.0517986249,0,0,0,27452.9505669019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22339.0193997908,0,0
ColoRect-AdenoCA::MSI-H.S.16,fitms_0.06,10026.5500875218,0,0,0,14814.5675018572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27068.7852567149,0,0,0,0,0,0,93724.4082267208,0,0
Eso-AdenoCA::S.1,fitms_0.06,3516.5148977247,0,0,0,5996.65900891373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.74490680752,0,1791.51816059006,0,0,0,0,0,0,0,0,0,0,0,0,0,7543.49943105364,0,0,0,0,0,0,0
Eso-AdenoCA::S.2,fitms_0.06,0,0,0,0,7189.87419376227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13084.3562849817,3974.29286594589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17789.8336892332,0,0,0,0,0,0,0
Eso-AdenoCA::S.3,fitms_0.06,1305.15733930941,0,1564.62437628766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10355.8659670304,4526.68214686799,0,0,0,0,0,0,0,0,0,0,0,0,0,3430.47956438636,0,0,0,0,0,0,0
Eso-AdenoCA::S.4,fitms_0.06,2621.42550347739,0,0,0,4674.58293584964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4233.94853523795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.5,fitms_0.06,2248.07240949705,0,1660.39014598708,0,3893.9523104297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808.23200637691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14152.2387499891,0,0,0,0,0,0,0
Eso-AdenoCA::S.6,fitms_0.06,0,0,0,0,4898.39500538033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4290.66574003846,71169.7932546102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.7,fitms_0.06,0,3302.72533748108,0,0,3039.04769428648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8227.46650135888,10822.8020264204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.8,fitms_0.06,3281.84586279732,0,0,0,14366.6220680134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304.66756510628,3310.31303352694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.9,fitms_0.06,0,0,3221.53381089973,0,10331.396409086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2185.45707371973,12819.2707571347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3748.63798128728,0,0,0,0,0,0,0
Eso-AdenoCA::S.10,fitms_0.06,0,0,0,0,4119.74449892117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3436.68091338271,7057.42868483231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20844.5933755792,0,0,0,0,0,0,0
Eso-AdenoCA::S.11,fitms_0.06,3604.79650085583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.80278825119,4733.95619123848,2675.04834827118,0,0,0,0,0,0,0,0,0,0,0,0,0,2685.20571454792,0,0,0,0,0,0,0
Eso-AdenoCA::S.12,fitms_0.06,3388.9971810568,0,7727.28188645402,0,13341.4789276247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3408.86893934872,9186.30131255716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.06842972232,0,0,0,0,0,0,0
Eso-AdenoCA::S.13,fitms_0.06,2169.3957838604,0,0,0,5820.66175331203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12746.1949514246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.14,fitms_0.06,0,0,15572.6923219623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31520.527844047,5005.80233773378,0,0,0,0,0,0,4794.36442896984,0,0,0,0,0,0,11263.2649503384,0,0,0,0,0,0,0
Eso-AdenoCA::S.15,fitms_0.06,2920.98858409647,0,3638.98773454978,0,2591.77618058871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3914.42674943821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.16,fitms_0.06,0,0,1990.30978004655,0,5177.76808089215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311.82382617684,0,0,0,0,0,0,0,0,10872.1599570717,0,0,0,0,0,0,4944.73498859786,0,0,0,0,0,0,0
Eso-AdenoCA::S.17,fitms_0.06,1528.82988750234,0,0,0,11206.3421407293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818.103593564251,2360.37215855668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.18,fitms_0.06,1523.40274576359,0,1738.53793935311,0,5158.10587714055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886.45553502102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10328.5754076131,0,0,0,0,0,0,0
Eso-AdenoCA::S.19,fitms_0.06,2037.53911572868,0,0,0,3487.63430813964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4081.93707941833,582.813658877544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.20,fitms_0.06,0,0,0,0,7461.96776851102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5454.9070132514,40339.6528091137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280.32984026103,0,0,0,0,0,0,0
Eso-AdenoCA::S.21,fitms_0.06,0,0,0,0,6153.96067266492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7245.7145621044,35160.6042878192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.22,fitms_0.06,1556.56430696396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091.88254127837,0,3952.84957105446,0,0,0,0,0,0,7746.61478942867,0,0,0,0,0,0,7164.13578479998,0,0,0,0,0,0,0
Eso-AdenoCA::S.23,fitms_0.06,1791.49187585187,0,0,0,2795.43245260506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6299.58065161407,0,0,0,0,0,0,0,0,5920.58563518717,0,0,0,0,0,0,1090.32821101979,0,0,0,0,0,0,0
Eso-AdenoCA::S.24,fitms_0.06,0,0,0,0,7239.1087994708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11211.5812066491,16994.3392914419,3143.52893679206,0,0,0,0,0,0,0,0,0,0,0,0,0,3210.31378492359,0,0,0,0,0,0,0
Eso-AdenoCA::S.25,fitms_0.06,0,0,0,0,4398.47740178955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15246.1788544506,5123.39513225805,2754.06225856726,0,0,0,0,0,0,0,0,0,0,0,0,0,5120.33405066459,0,0,0,0,0,0,0
Eso-AdenoCA::S.26,fitms_0.06,0,0,0,0,11473.9479330996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184.15638491504,5896.22829834066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12074.5085894321,0,0,0,0,0,0,0
Eso-AdenoCA::S.27,fitms_0.06,2740.26402763942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12178.0635689463,2219.75287789854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3759.02298284891,0,0,0,0,0,0,0
Eso-AdenoCA::S.28,fitms_0.06,0,2195.59190811844,0,0,7035.12372969514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20617.1257859335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6051.73164099765,0,0,0,0,0,0,0
Eso-AdenoCA::S.29,fitms_0.06,3440.96000396702,2103.1980344326,0,0,2537.99548307964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666.88506652956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.30,fitms_0.06,0,0,0,0,3470.36254642562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353.04899743692,5790.4350664138,2796.77252728561,0,0,0,0,0,0,0,0,0,0,0,0,0,4591.08593578939,0,0,0,0,0,0,0
Eso-AdenoCA::S.31,fitms_0.06,0,0,0,0,16534.9846783034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2649.50459341883,22901.727715963,3442.02909307174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.32,fitms_0.06,0,0,0,0,2294.77801972891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11440.8984558183,15335.3796379543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11031.2746803743,0,0,0,0,0,0,0
Eso-AdenoCA::S.33,fitms_0.06,1597.32285568496,0,0,0,5947.85130604088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2594.47202298503,1050.96615059924,1475.38754389811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.34,fitms_0.06,910.30844586445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486.94008684778,6467.41270770612,0,0,0,0,0,0,0,968.338752158789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.35,fitms_0.06,2053.94892894113,0,0,0,1779.33327698943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167.88380480409,1688.95931925868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13210.3927359023,0,0,0,0,0,0,0
Eso-AdenoCA::S.36,fitms_0.06,0,0,0,0,23665.0175483131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10077.9464853397,6559.82045123235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16782.4178986997,0,0,0,0,0,0,0
