"Mutation type","Breast-AdenoCA::S.1","Breast-AdenoCA::S.2","Breast-AdenoCA::S.3","Breast-AdenoCA::S.4","Breast-AdenoCA::S.5","Breast-AdenoCA::S.6","Breast-AdenoCA::S.7","Breast-AdenoCA::S.8","Breast-AdenoCA::S.9","Breast-AdenoCA::S.10","Breast-AdenoCA::S.11","Breast-AdenoCA::S.12","Breast-AdenoCA::S.13","Breast-AdenoCA::S.14","Breast-AdenoCA::S.15","Breast-AdenoCA::S.16","Breast-AdenoCA::S.17","Breast-AdenoCA::S.18","Breast-AdenoCA::S.19","Breast-AdenoCA::S.20","Breast-AdenoCA::S.21","Breast-AdenoCA::S.22","Breast-AdenoCA::S.23","Breast-AdenoCA::S.24","Breast-AdenoCA::S.25","Breast-AdenoCA::S.26","Breast-AdenoCA::S.27","Breast-AdenoCA::S.28","Breast-AdenoCA::S.29","Breast-AdenoCA::S.30","Breast-AdenoCA::S.31","Breast-AdenoCA::S.32","Breast-AdenoCA::S.33","Breast-AdenoCA::S.34","Breast-AdenoCA::S.35","Breast-AdenoCA::S.36","Breast-AdenoCA::S.37","Breast-AdenoCA::S.38","Breast-AdenoCA::S.39","Breast-AdenoCA::S.40","Breast-AdenoCA::S.41","Breast-AdenoCA::S.42","Breast-AdenoCA::S.43","Breast-AdenoCA::S.44","Breast-AdenoCA::S.45","Breast-AdenoCA::S.46","Breast-AdenoCA::S.47","Breast-AdenoCA::S.48","Breast-AdenoCA::S.49","Breast-AdenoCA::S.50","Breast-AdenoCA::S.51","Breast-AdenoCA::S.52","Breast-AdenoCA::S.53","Breast-AdenoCA::S.54","Breast-AdenoCA::S.55","Breast-AdenoCA::S.56","Breast-AdenoCA::S.57","Breast-AdenoCA::S.58","Breast-AdenoCA::S.59","Breast-AdenoCA::S.60","Breast-AdenoCA::S.61","Breast-AdenoCA::S.62","Breast-AdenoCA::S.63","Breast-AdenoCA::S.64","Breast-AdenoCA::S.65","Breast-AdenoCA::S.66","Breast-AdenoCA::S.67","Breast-AdenoCA::S.68","Breast-AdenoCA::S.69","Breast-AdenoCA::S.70","Breast-AdenoCA::S.71","Breast-AdenoCA::S.72","Breast-AdenoCA::S.73","Breast-AdenoCA::S.74","Breast-AdenoCA::S.75","Breast-AdenoCA::S.76","Breast-AdenoCA::S.77","Breast-AdenoCA::S.78","Breast-AdenoCA::S.79","Breast-AdenoCA::S.80","Breast-AdenoCA::S.81","Breast-AdenoCA::S.82","Breast-AdenoCA::S.83","Breast-AdenoCA::S.84","Breast-AdenoCA::S.85","Breast-AdenoCA::S.86","Breast-AdenoCA::S.87","Breast-AdenoCA::S.88","Breast-AdenoCA::S.89","Breast-AdenoCA::S.90","Breast-AdenoCA::S.91","Breast-AdenoCA::S.92","Breast-AdenoCA::S.93","Breast-AdenoCA::S.94","Breast-AdenoCA::S.95","Breast-AdenoCA::S.96","Breast-AdenoCA::S.97","Breast-AdenoCA::S.98","Breast-AdenoCA::S.99","Breast-AdenoCA::S.100"
"INS_repeats_2_3",0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"INS_repeats_2_4",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"INS_repeats_2_5+",2,1,5,0,1,3,4,3,4,1,0,5,4,6,0,2,4,4,2,2,2,2,18,0,5,2,1,1,0,1,2,3,0,5,1,0,0,5,2,5,0,0,4,7,0,3,0,0,1,2,9,0,4,2,0,2,2,1,4,3,3,2,3,2,2,5,1,0,1,0,0,4,5,3,3,0,3,5,0,3,1,3,0,4,0,3,1,0,3,2,1,1,1,2,5,0,6,1,2,3
"INS_repeats_3_0",1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"INS_repeats_3_1",0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,2,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1
"INS_repeats_3_2",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"INS_repeats_3_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_3_4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"INS_repeats_3_5+",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_4_0",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,1
"INS_repeats_4_1",0,0,0,3,0,0,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0
"INS_repeats_4_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"INS_repeats_4_3",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_4_4",1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"INS_repeats_4_5+",0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1
"INS_repeats_5+_0",0,4,0,4,0,0,0,4,1,0,0,0,4,0,1,14,2,1,0,0,0,0,4,0,12,0,0,0,0,2,0,4,0,4,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,1,0,0,0,9,4,0,0,8,1,3
"INS_repeats_5+_1",1,1,0,6,1,0,4,1,1,2,0,3,0,5,2,1,5,3,1,1,0,0,5,0,8,2,0,2,0,4,3,6,0,3,1,1,1,1,1,4,2,1,2,0,0,0,1,2,0,2,1,0,2,1,1,3,4,0,2,4,0,0,6,1,1,4,7,4,2,1,1,4,0,1,5,1,1,1,0,0,2,8,0,3,4,7,2,3,2,0,0,0,0,7,5,3,3,2,4,3
"INS_repeats_5+_2",0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0
"INS_repeats_5+_3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_5+_4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_5+_5+",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"DEL_MH_2_1",0,2,0,3,0,0,118,1,2,0,1,3,3,6,2,1,2,34,34,1,0,6,2,1,5,0,1,1,0,3,1,2,1,0,1,0,0,18,16,3,1,0,3,1,0,0,1,2,4,3,37,0,0,1,1,0,0,1,3,3,0,1,3,2,73,3,5,0,1,0,86,5,1,7,1,0,6,0,1,0,23,0,0,4,109,2,1,4,2,8,1,3,0,1,1,1,208,29,4,5
"DEL_MH_3_1",0,0,2,4,0,0,5,1,0,2,0,6,3,10,7,3,2,1,6,4,0,2,2,2,6,1,0,4,1,3,1,6,0,0,3,4,1,1,5,4,1,0,0,2,1,1,4,3,1,1,4,0,0,1,1,7,2,0,1,4,0,6,12,1,5,2,3,2,1,0,5,0,1,1,1,0,0,0,0,1,3,2,0,1,0,1,1,2,4,3,0,5,0,0,4,1,10,3,6,5
"DEL_MH_3_2",0,3,2,0,0,0,11,10,1,2,0,3,3,5,0,3,1,18,17,0,0,1,2,2,2,0,1,1,1,0,0,6,0,3,2,1,0,13,5,8,2,0,0,0,3,1,2,0,0,1,13,0,1,0,2,2,1,0,4,1,0,0,5,2,26,0,1,1,1,0,17,3,0,1,0,1,1,2,3,0,14,4,0,2,25,4,1,1,2,5,1,1,0,5,4,1,27,13,2,1
"DEL_MH_4_1",0,0,0,1,2,1,5,0,2,0,0,2,1,1,3,6,2,8,5,1,1,2,2,2,6,0,1,0,1,3,1,2,2,0,1,0,0,2,9,3,1,0,0,1,3,0,1,0,1,1,2,0,0,3,0,1,0,0,1,2,0,0,1,0,18,0,4,1,2,0,2,1,0,0,1,0,1,0,2,0,1,6,1,0,0,3,1,0,1,1,0,3,0,3,2,0,8,3,1,1
"DEL_MH_4_2",0,2,1,1,3,0,13,4,3,0,1,0,2,0,0,7,2,5,7,1,0,0,1,1,7,0,1,0,0,3,0,1,1,1,1,4,1,7,2,0,0,0,2,0,2,0,0,0,0,1,8,0,3,5,0,4,0,0,4,2,0,1,5,0,11,0,0,0,0,0,5,7,0,2,1,0,1,0,5,0,8,2,0,0,11,1,1,0,0,1,0,0,0,7,2,0,13,17,1,3
"DEL_MH_4_3",1,0,0,4,1,0,19,4,3,0,1,0,2,0,0,3,0,6,21,0,0,0,0,0,11,0,0,0,0,1,1,1,0,1,3,1,0,5,14,2,0,0,0,1,0,1,0,0,0,0,22,0,1,2,0,1,1,0,3,0,0,1,6,1,34,0,1,1,0,0,8,4,1,2,0,1,0,0,1,0,30,2,0,0,30,1,0,1,0,1,0,2,0,7,2,1,38,4,1,2
"DEL_MH_5+_1",38,48,31,53,20,22,118,47,7,35,2,121,82,117,27,79,35,7,102,37,52,33,35,43,193,6,7,66,16,85,34,127,19,15,59,7,35,48,2,29,64,10,11,27,25,4,54,19,8,77,68,11,61,10,109,48,67,6,40,92,0,14,245,13,67,30,56,6,29,11,13,62,9,3,33,26,1,34,20,20,6,82,15,19,9,72,76,7,61,50,0,45,0,111,64,21,76,33,82,13
"DEL_MH_5+_2",5,26,19,87,38,12,30,204,51,4,7,73,45,13,21,132,74,0,20,16,17,12,147,16,216,9,7,70,17,70,14,489,0,12,107,28,10,27,3,12,39,2,52,4,44,19,12,7,9,31,81,1,75,63,11,26,27,0,33,83,0,29,212,9,25,20,45,3,18,18,8,226,5,3,13,14,0,43,56,6,4,119,9,21,1,93,35,5,41,16,0,22,0,218,129,31,34,162,12,49
"DEL_MH_5+_3",9,15,6,60,90,1,24,142,48,8,0,37,141,16,9,53,17,1,7,5,0,4,36,8,42,4,1,0,6,24,3,116,1,8,133,13,4,15,0,21,46,1,18,1,35,19,4,13,1,18,61,1,56,72,8,92,17,0,34,52,0,18,111,3,2,2,46,4,1,7,2,49,6,2,6,3,0,12,51,3,5,203,0,16,2,110,9,4,13,8,0,8,0,151,163,6,14,185,13,20
"DEL_MH_5+_4",4,29,6,69,28,2,3,188,15,4,1,9,75,6,5,64,36,1,4,2,3,1,68,2,109,4,0,2,3,11,1,54,0,2,109,2,4,13,1,18,12,0,29,2,12,8,0,2,1,3,77,0,10,6,2,27,3,0,22,17,0,6,34,4,5,0,29,2,2,0,0,40,1,3,4,0,0,9,23,0,1,94,0,1,2,66,3,0,0,1,0,2,0,80,36,3,6,49,5,19
"DEL_MH_5+_5+",1,10,1,37,30,1,2,40,8,0,1,11,20,9,1,15,12,0,2,3,0,0,85,2,157,3,0,3,0,12,0,54,1,1,20,3,2,24,0,9,16,0,23,0,11,4,1,2,2,1,35,0,16,8,1,15,4,1,11,7,0,2,18,1,1,0,13,2,4,2,1,27,0,0,1,1,0,4,16,8,0,47,0,0,0,31,0,1,1,3,0,5,0,98,68,1,4,24,3,19
