"","Tool","cancer.type","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec","m.scaled_L2","m.KL","med.KL","mean.multiLLH","med.multiLLH"
"81","fitms_0.030","Eso-AdenoCA",2.56758817745096,2.57059137092104,0.252371742732166,0.825664613164613,0.833333333333333,0.114197408664656,0.13551896540618,0.117725688411847,0.0891093103013978,0.737440476190476,0.732142857142857,0.163232096846326,0.965666666666667,1,0.0799417576990771,0.927172970541101,0.235449202233359,0.200971589148245,-759.105939797999,-661.638359442397
"82","fitms_0.001","Eso-AdenoCA",2.56758807643823,2.57059137092111,0.252371925303771,0.825664613164613,0.833333333333333,0.114197408664656,0.135519066418918,0.117725688411884,0.0891094668728987,0.737440476190476,0.732142857142857,0.163232096846326,0.965666666666667,1,0.0799417576990771,0.92717294173841,0.235449208744597,0.200971589148853,-759.105503106029,-661.638359442397
"83","fitms_0.010","Eso-AdenoCA",2.56758597211169,2.57059137092111,0.252375375036459,0.825664613164613,0.833333333333333,0.114197408664656,0.135521170745449,0.117725688411846,0.0891126667516692,0.737440476190476,0.732142857142857,0.163232096846326,0.965666666666667,1,0.0799417576990771,0.927172492469752,0.235449279191216,0.200971589176207,-759.102451918445,-661.638359442397
"84","msa_thresholdx100","ColoRect-AdenoCA",2.56685380572801,2.55995727670502,0.305145994677982,0.882293650793651,0.888888888888889,0.0972409578397782,0.223646194271993,0.207496693528783,0.164546263279333,0.831666666666667,0.8,0.144512416019657,0.958833333333333,1,0.0929457742301944,0.860958326453396,0.494969465068861,0.276624373513783,-2405.14248793841,-415.064482592526
"85","yapsa_0.06","Kidney-RCC",2.56526913284611,2.57880685082646,0.284838561840134,0.86524025974026,0.857142857142857,0.117432497475271,0.199183248106269,0.182577663082335,0.107972963305961,0.830285714285714,0.8,0.161019237518392,0.934166666666667,1,0.132666154847328,0.88261681061034,0.250483676006636,0.225929600893234,-301.942440919843,-279.93226221751
"86","msa_thresholdx100_unpruned","ColoRect-AdenoCA",2.56234304146076,2.57532942971589,0.318895927574051,0.879376623376623,0.888888888888889,0.102924884394332,0.216323625205906,0.174300966030394,0.161622325817144,0.8585,0.8,0.143029099250199,0.920166666666667,1,0.118641179686465,0.871484448568376,0.391793211348298,0.123126710796629,-2293.07179976963,-396.513476084452
"87","fitms_0.030","Stomach-AdenoCA",2.55663022896319,2.58610683957181,0.258747027198419,0.812216783216783,0.8,0.124599169384117,0.131937231354275,0.118322927100276,0.101333881688249,0.712829365079365,0.69047619047619,0.169510503939475,0.975738095238095,1,0.0774625462445185,0.928259649331235,0.230445378115058,0.200221684974899,-667.085913266116,-430.222983508095
"88","fitms_0.060","Liver-HCC",2.55589786827091,2.58362058911902,0.291019942493822,0.814087301587302,0.8,0.141351532561102,0.128602131729088,0.103706045124378,0.0974754513722916,0.777333333333333,0.75,0.197195829789058,0.907166666666667,1,0.153636338732491,0.91983395617621,0.140125789156585,0.0424795138299609,-343.456635150289,-319.660787933382
"89","fitms_0.100","Liver-HCC",2.55589747155154,2.58362495126498,0.291020055810664,0.814087301587302,0.8,0.141351532561102,0.128602528448458,0.103706045124014,0.0974757069430843,0.777333333333333,0.75,0.197195829789058,0.907166666666667,1,0.153636338732491,0.919833940047498,0.140125868617901,0.0424795138271024,-343.457141885732,-319.660787933382
"90","fitms_0.050","Liver-HCC",2.55565546504771,2.58548312267553,0.29423748112977,0.81547619047619,0.8,0.141397802405428,0.130844534952286,0.102398848778568,0.101145170766394,0.779333333333333,0.75,0.196391692720688,0.907166666666667,1,0.153636338732491,0.918806431213278,0.136393696988052,0.0425316770966445,-343.213383270283,-316.359163974685
"91","fitms_0.030","Liver-HCC",2.55366212070869,2.58637406310753,0.293635362277009,0.81547619047619,0.8,0.141397802405428,0.132837879291312,0.101201829377716,0.100690254018091,0.779333333333333,0.75,0.196391692720688,0.907166666666667,1,0.153636338732491,0.917350809133217,0.13663338012376,0.0429246839798276,-343.251121280212,-316.186691346226
"92","fitms_0.050","Stomach-AdenoCA",2.55032964210547,2.57065257705916,0.268185455799119,0.80939627039627,0.8,0.125532989284237,0.133154484878661,0.112220162545896,0.105796886178106,0.709912698412698,0.69047619047619,0.169511572956882,0.973571428571429,1,0.0799835211732293,0.927900681402617,0.23956672741735,0.205909131525748,-676.190784825235,-430.222983508095
"93","msa_default","ColoRect-AdenoCA",2.54739448181592,2.60501795843404,0.287420440653629,0.860612720612721,0.857142857142857,0.105909517100364,0.203343613422179,0.175655619042943,0.134758113555255,0.939666666666667,1,0.107564090987809,0.811071428571429,0.8,0.153400186415569,0.88534227915114,0.252805230238412,0.0933717649080797,-2197.80156784029,-386.188667030747
"94","fitms_0.200","Ovary-AdenoCA",2.54727685988565,2.58004589880851,0.314593985745368,0.831326118326118,0.857142857142857,0.139764332187029,0.161056473447686,0.137230440475383,0.114452149405228,0.767,0.75,0.188977697482807,0.941333333333333,1,0.113916109090037,0.907454843161077,0.243207912188401,0.190410770415816,-373.398189120963,-308.321492966807
"95","deconstruct_0.06","Kidney-RCC",2.54488002548284,2.57766770567456,0.29753160508073,0.856357864357864,0.857142857142857,0.118470751919587,0.201000926898108,0.18161529118001,0.113786546275175,0.821380952380952,0.8,0.163621245143741,0.9245,1,0.134516113295959,0.882568558995,0.279319074909697,0.23799566674238,-298.822336388764,-283.482181513496
"96","yapsa_0.03","Breast-AdenoCA",2.54481039854759,2.61853859958781,0.338453653876195,0.843215173715174,0.857142857142857,0.14090678120147,0.167141982404795,0.151082661789291,0.109341739838602,0.832595238095238,0.8,0.171780174607521,0.879357142857143,1,0.156531326823279,0.903815475694092,0.177908160927836,0.145029413800603,-318.495023987152,-285.209846544565
"97","msa_thresholdx10","Eso-AdenoCA",2.54471100818184,2.61588285319541,0.337676977665533,0.869915473415473,0.898989898989899,0.115301607855977,0.225288991818165,0.169903606403442,0.172514327112169,0.823119047619048,0.833333333333333,0.163376282922497,0.946880952380952,1,0.0985816957704106,0.870526609797425,0.463438023888289,0.156062709071176,-753.962082736801,-478.855552567519
"98","fitms_0.005","Stomach-AdenoCA",2.54444541012386,2.54277504312947,0.243829579102193,0.807118548118548,0.8,0.123887879944364,0.133622050193601,0.119432306507694,0.0799497014826886,0.711162698412698,0.666666666666667,0.169856887169528,0.966904761904762,1,0.0876357895417337,0.927987629747288,0.229127501408278,0.206549662937104,-583.016066451448,-430.923613645922
"99","fitms_0.010","Stomach-AdenoCA",2.5444418284809,2.54277516818908,0.243826859627381,0.807118548118548,0.8,0.123887879944364,0.13362563183656,0.119432306508339,0.0799472094627231,0.711162698412698,0.666666666666667,0.169856887169528,0.966904761904762,1,0.0876357895417337,0.927985464868382,0.229127837423076,0.206549662981832,-583.015139575695,-430.923613645922
"100","fitms_0.001","Stomach-AdenoCA",2.54444179413984,2.54277507307158,0.24382689288249,0.807118548118548,0.8,0.123887879944364,0.133625666177616,0.119432306508269,0.0799472636235479,0.711162698412698,0.666666666666667,0.169856887169528,0.966904761904762,1,0.0876357895417337,0.927985452573029,0.229127841336537,0.206549663481187,-583.015139575695,-430.923613645922
"101","msa_thresholdx10","Stomach-AdenoCA",2.54377001133119,2.58806493688647,0.286213305184006,0.85937072241484,0.888888888888889,0.100560891130685,0.199503798192619,0.155296562520355,0.147763205886925,0.823210317460317,0.8,0.148501610729768,0.920063492063492,1,0.106118571392968,0.886352995535975,0.362409186215768,0.122615530722774,-564.924343639809,-357.504180274977
"102","deconstruct_0.03","Kidney-RCC",2.54243034554027,2.56203509570717,0.302588412429116,0.858005328005328,0.857142857142857,0.129584848828202,0.203950606840679,0.195752990294195,0.110066525587544,0.91847619047619,1,0.135951464858186,0.827904761904762,0.833333333333333,0.172380274727009,0.88449522821156,0.191577405474348,0.15688145359486,-274.650729814836,-267.172391070864
"103","msa_thresholdx10_unpruned","Eso-AdenoCA",2.5396264932134,2.59615380264262,0.344877052579627,0.871874958374958,0.888888888888889,0.107608603940771,0.225909221072315,0.157638055082657,0.184282976405632,0.846892857142857,0.833333333333333,0.146692336161716,0.918642857142857,1,0.11635682221432,0.875147909965239,0.399493153077065,0.143409194839618,-624.813498066654,-469.387709597126
"104","fitms_0.060","Stomach-AdenoCA",2.53750065185359,2.54675377362078,0.270762649220105,0.805472027972028,0.8,0.123722455423702,0.140316808463868,0.112220164689931,0.11637567351466,0.702579365079365,0.666666666666667,0.166378862915876,0.975238095238095,1,0.078758868060666,0.9244517499277,0.26720621122008,0.211725991841958,-768.505792548011,-430.222983508095
"105","fitms_0.010","Liver-HCC",2.53690453354797,2.55868271483592,0.291965298436971,0.811222222222222,0.8,0.140990468552866,0.141595466452028,0.114677125649089,0.0995751512014212,0.776833333333333,0.75,0.198350309094403,0.901666666666667,1,0.155131094773603,0.909527587654851,0.147418450875833,0.0463344273680843,-345.487998787321,-319.217841055629
"106","pasa","Liver-HCC",2.53619395638502,2.57609662922639,0.339502048533952,0.790349206349206,0.8,0.16745033317323,0.141806043614977,0.0947475474279764,0.143943944010993,0.6855,0.666666666666667,0.224616583153625,0.9925,1,0.0556753758384034,0.912259766502135,0.298271763828537,0.0382895157128568,-355.194771316846,-322.960411038875
"107","msa_default","Eso-AdenoCA",2.53222162560855,2.59213103566309,0.326406266224861,0.874287434787435,0.888888888888889,0.100677146355852,0.231258533121604,0.183442972453499,0.167031829244802,0.904654761904762,1,0.116491570734244,0.858825396825397,0.833333333333333,0.129588567771872,0.872407721169213,0.356670201121592,0.15836233303603,-576.262134618817,-455.478030362792
"108","yapsa_0.01","ColoRect-AdenoCA",2.53187902667547,2.5684185310466,0.278206784298667,0.847938006438006,0.857142857142857,0.114428365230409,0.205501925705481,0.190669675112093,0.131173093008548,0.955166666666667,1,0.0914312864105068,0.782214285714286,0.8,0.169822120334863,0.886959809872586,0.215925887470424,0.10915387063892,-2147.78782664539,-385.981051465977
"109","yapsa_0.01","Breast-AdenoCA",2.52905848691414,2.53626386329688,0.26460659461442,0.83463764013764,0.833333333333333,0.106987839081599,0.175068497212845,0.148412686806363,0.111294035721352,0.937214285714286,1,0.108339295460947,0.766912698412698,0.8,0.144262906631065,0.903748730322567,0.164709373340249,0.11810846472114,-296.602423016691,-280.923780345008
"110","mp","Breast-AdenoCA",2.52597314090432,2.59610792158928,0.334208105099858,0.82166366966367,0.857142857142857,0.155006711477387,0.182979240048063,0.138618010404099,0.139731097855348,0.765238095238095,0.8,0.220565354922148,0.943714285714286,1,0.106030795547493,0.893374108705142,0.306770593309694,0.155415663632385,-395.284916448885,-289.436228356164
"111","msa_default_unpruned","Breast-AdenoCA",2.52571343529537,2.53455123167221,0.274853577821511,0.827580003330003,0.816666666666667,0.116155690048827,0.17608418375225,0.150856304401034,0.113040015020555,0.959142857142857,1,0.0944136513516801,0.742654761904762,0.714285714285714,0.160097182756942,0.903825717561881,0.164720420903396,0.116104907293952,-297.162424280272,-275.35949757179
"112","fitms_0.100","Stomach-AdenoCA",2.52377775707419,2.54354992158565,0.287636098641937,0.800845043845044,0.8,0.124933487985367,0.147873036576599,0.115392697548355,0.135338061280227,0.696412698412698,0.666666666666667,0.16866313340817,0.975238095238095,1,0.078758868060666,0.921314895048317,0.285624398710882,0.21172599178073,-1026.62422599917,-430.222983508095
"113","msa_default","Stomach-AdenoCA",2.52365485065485,2.57258943606339,0.309993984914625,0.856306621483092,0.866071428571428,0.108182953938663,0.210472133472134,0.177410563936609,0.156708753502977,0.870103174603175,0.875,0.1412481114828,0.86402380952381,0.857142857142857,0.137938573206484,0.884923563263277,0.313264205418162,0.106611048048715,-519.547142052326,-359.728950596814
"114","fitms_0.005","Liver-HCC",2.52354291922607,2.54569711922078,0.279171822810638,0.814246031746032,0.8,0.143336820278071,0.163790414107263,0.14484365572264,0.0983470733787145,0.788333333333333,0.75,0.194948840737898,0.899,1,0.164170191727524,0.891967112050932,0.128973707557314,0.0510582308917942,-338.041783247506,-318.636132104795
"115","fitms_0.200","Stomach-AdenoCA",2.52231024283154,2.54702680976437,0.291591684395568,0.800189088689089,0.8,0.12314392012366,0.150483407962115,0.104917519121078,0.149976435481957,0.693222222222222,0.666666666666667,0.169059998146653,0.979571428571429,1,0.0672372851630002,0.920165559258529,0.304246384830888,0.203471996945315,-1050.09433509529,-436.052763148578
"116","msa_default_unpruned","Eso-AdenoCA",2.51307880549311,2.57302133618852,0.302214652965812,0.862510398098633,0.875,0.0925376040528733,0.234802146887841,0.188765009171083,0.164195055911914,0.931035714285714,1,0.102865317174471,0.816845238095238,0.833333333333333,0.130575460184642,0.873369068021811,0.326546103060581,0.158815980417102,-561.557231263123,-442.010076885505
"117","pasa","Lung-AdenoCA",2.51209494070264,2.58246448584444,0.37156506345418,0.781676767676768,0.8,0.172878477950973,0.14057172596403,0.0777867843027991,0.147012514168746,0.685833333333333,0.666666666666667,0.226136515423674,0.966833333333333,1,0.106112168803232,0.916486961092435,0.2694447075242,0.100436899251347,-653.793062856467,-404.055380175501
"118","yapsa_0.03","Ovary-AdenoCA",2.51191624551282,2.57474865666296,0.312901459627056,0.848197524697525,0.857142857142857,0.126388520318651,0.215595659249089,0.181764533321946,0.13071310711735,0.882,1,0.166155444913185,0.845511904761905,0.833333333333333,0.148920339210402,0.877385491070171,0.197424646727359,0.144282390065742,-325.91696594804,-300.789069571067
"119","yapsa_0.01","Eso-AdenoCA",2.50714459247085,2.54842528866697,0.295948283751093,0.862048267092385,0.875,0.0979480732511608,0.237073661497403,0.187661015288987,0.159110985049141,0.917916666666667,1,0.114409076312636,0.826301587301587,0.833333333333333,0.129801253804061,0.872910259509572,0.313756880765276,0.170524817656663,-567.078349548048,-441.431997814318
"120","msa_thresholdx10_unpruned","Stomach-AdenoCA",2.50172230119761,2.57040002740507,0.339801893008571,0.849271321815439,0.857142857142857,0.112506167013856,0.216010382785075,0.170702230238116,0.169872469375888,0.865865079365079,0.857142857142857,0.141488205479976,0.851867604617605,0.833333333333333,0.138317242585838,0.884643389412691,0.321749081295643,0.108433927101112,-525.661952745686,-353.76039985547
"121","msa_thresholdx10","Lung-AdenoCA",2.4973043074596,2.56666674253918,0.389072423144739,0.792532356532357,0.8,0.181003953740875,0.153767121111828,0.115527115470716,0.122297103109917,0.7345,0.75,0.238749340811975,0.916571428571429,1,0.146179860892178,0.904770289147491,0.212920101608161,0.0667145716405539,-561.390868868071,-408.904170986134
"122","msa_thresholdx10_unpruned","Ovary-AdenoCA",2.49204688110638,2.51617955876299,0.27005746862014,0.831708180708181,0.857142857142857,0.109536126462586,0.213183277623776,0.18136945415523,0.125314478810628,0.941166666666667,1,0.110005994122981,0.764063492063492,0.8,0.153610158726792,0.882391904037926,0.202115224059787,0.141800912023012,-307.613524910134,-300.836014247252
"123","deconstruct_0.10","Kidney-RCC",2.48756680749166,2.50960544616269,0.312170318959073,0.820166666666667,0.8,0.129907090588789,0.215052240127385,0.194950038133536,0.12394490757782,0.732952380952381,0.708333333333333,0.185185888818838,0.969666666666667,1,0.0949446055048843,0.873626399920898,0.43529276204337,0.359836148750655,-327.669680072234,-308.041350074716
"124","msa_default","Lung-AdenoCA",2.48719409331656,2.5356284091207,0.381087528424779,0.815357142857143,0.8,0.158076095135717,0.173353525731062,0.12489083228243,0.131597001521613,0.836761904761905,0.916666666666667,0.189064429085321,0.823785714285714,0.8,0.18061964515939,0.897665067872496,0.184771432178394,0.0998475237585481,-516.983105752999,-405.686029838544
"125","yapsa_0.10","Kidney-RCC",2.48696138463883,2.50013654679436,0.293156091552409,0.819071428571429,0.8,0.13556948428157,0.21582432964688,0.205106311012002,0.109449266114994,0.733952380952381,0.708333333333333,0.190650058933257,0.968833333333333,1,0.0905047263928179,0.872387414125305,0.416973708112039,0.362220699617982,-346.041309378433,-303.644783605637
"126","deconstruct_0.03","Breast-AdenoCA",2.48648015891591,2.51177634910858,0.343499673753108,0.823858308358308,0.857142857142857,0.13361432978662,0.188710317274564,0.159298412545217,0.142625981330384,0.803595238095238,0.8,0.178680100010251,0.871595238095238,0.857142857142857,0.141362736372121,0.892648892083664,0.247753014269066,0.169547572535174,-350.157263754604,-295.449623853487
"127","musical","Liver-HCC",2.48614265040588,2.59683269923945,0.439336360965509,0.810950937950938,0.857142857142857,0.172214223705169,0.18694068292745,0.138213462495955,0.190039512836864,0.868666666666667,1,0.177955719028371,0.804416666666667,0.8,0.22551748537315,0.890286121231901,0.19505007593288,0.0709239585748812,-346.273449599619,-326.384794681049
"128","sigpro","Liver-HCC",2.48512361907121,2.53078091988051,0.400272717226889,0.813412698412698,0.8,0.168242907148194,0.210376380928794,0.136204990144705,0.201976532267059,0.784,0.8,0.232030030178427,0.9115,1,0.158693016938806,0.869863014085569,0.40632388340454,0.153805712572035,-406.530312526654,-340.657241126181
"129","yapsa_0.01","Stomach-AdenoCA",2.48412837204557,2.5156330746837,0.280649821953574,0.83863681906329,0.833333333333333,0.0960906826993287,0.220804167636968,0.189830885562596,0.151297660807546,0.893313492063492,1,0.129239128902046,0.811619047619048,0.8,0.135960844996359,0.88526326588195,0.249335651320974,0.145829397809902,-507.914698077423,-356.654974721212
"130","msa_thresholdx100_unpruned","Liver-HCC",2.48390313263184,2.58107878716749,0.495568741466477,0.8143556998557,0.828571428571429,0.175158461962396,0.188096867368164,0.117019092091838,0.224918963221757,0.7895,0.775,0.212484303242802,0.8825,1,0.186231681131968,0.888672866748989,0.271159846264039,0.0454822517187581,-357.753886035243,-325.474189673012
"131","mp","Liver-HCC",2.4836394192621,2.57880574660182,0.433657865245412,0.803653846153846,0.8,0.164822928645771,0.184519310896627,0.116114352031295,0.198045840419745,0.782166666666667,0.75,0.209540341896626,0.885992063492063,1,0.1946444598583,0.889005080078544,0.237059470795065,0.0610548377048445,-351.774584202402,-325.474189673012
"132","msa_thresholdx10_unpruned","Lung-AdenoCA",2.48106475126366,2.56849801666282,0.396428518179428,0.793292096792097,0.8,0.173185890717226,0.161006677307765,0.118625047773392,0.134765030023181,0.778666666666667,0.8,0.227110964672841,0.863404761904762,1,0.17911034760008,0.904767869586416,0.195341969338343,0.0938151034229562,-553.990851976209,-406.130809477589
"133","fitms_0.001","Liver-HCC",2.47865244161754,2.53551028082375,0.31654252568998,0.798394660894661,0.8,0.153374003512106,0.180514225049127,0.153272878756911,0.106941544772647,0.771,0.75,0.200806734340953,0.888166666666667,1,0.180709646756825,0.883462869969676,0.17143688918324,0.0882791249802004,-349.042072885448,-327.436459417964
"134","msa_default_unpruned","ColoRect-AdenoCA",2.47239916953894,2.51904341421535,0.278402229861376,0.813045787545787,0.833333333333333,0.113838849729796,0.207926227286462,0.187083381467886,0.133723905743309,0.951333333333333,1,0.0966811785229349,0.728992063492063,0.75,0.165987471184824,0.886314738937088,0.23571910542861,0.108708201423756,-2196.65522774593,-390.4480439334
"135","msa_thresholdx100_unpruned","Stomach-AdenoCA",2.47125887826323,2.52088924454308,0.344625554050572,0.821304972804973,0.833333333333333,0.133486298999545,0.227110169355816,0.168877545087764,0.18033344852666,0.742654761904762,0.75,0.18000125458931,0.955714285714286,1,0.0945241396809938,0.871382393432104,0.451548442766117,0.266575770250673,-619.05708237216,-371.066098909519
"136","fitms_0.005","Lung-AdenoCA",2.46548921719535,2.48919410641961,0.30734133523904,0.737393217893218,0.75,0.166912278279687,0.113820306614173,0.0813131635809349,0.0856808687854127,0.632809523809524,0.666666666666667,0.211070307115692,0.9465,1,0.120518311055471,0.932402352341508,0.182130514024253,0.119141442073866,-682.83557957046,-479.003908197191
"137","fitms_0.010","Lung-AdenoCA",2.46548920856759,2.48919409707593,0.307341297890565,0.737393217893218,0.75,0.166912278279687,0.113820315241935,0.0813131635889021,0.0856808790062314,0.632809523809524,0.666666666666667,0.211070307115692,0.9465,1,0.120518311055471,0.932402345137907,0.182130503914037,0.119141442087681,-682.83557957046,-479.003908197191
"138","fitms_0.001","Lung-AdenoCA",2.46548919936536,2.48919408499605,0.307341305751249,0.737393217893218,0.75,0.166912278279687,0.113820324444163,0.081313163602009,0.0856808758529974,0.632809523809524,0.666666666666667,0.211070307115692,0.9465,1,0.120518311055471,0.932402340738368,0.182130503631139,0.119141442150303,-682.83557957046,-479.003908197191
"139","msa_default_unpruned","Stomach-AdenoCA",2.46509557992979,2.50900316258878,0.310580763752634,0.829198366992485,0.833333333333333,0.109074161502657,0.222434723100508,0.182334393545295,0.158202314674488,0.901876984126984,1,0.128888227104277,0.785653318903319,0.8,0.14518038028492,0.884780501076486,0.284105051641631,0.122985956666028,-510.181523311218,-356.37546260895
"140","msa_thresholdx100_unpruned","Eso-AdenoCA",2.4608943911813,2.54675308939343,0.386403749368276,0.832231157731158,0.888888888888889,0.14815895488334,0.256724656437752,0.218116872424072,0.195572233253198,0.767642857142857,0.8,0.202148480067919,0.94997619047619,1,0.0927670626572883,0.856633301073336,0.540905472695274,0.268317380881742,-837.827831588795,-502.281452330703
"141","yapsa_0.03","Eso-AdenoCA",2.45660884834663,2.48368834264008,0.337752996974173,0.833393273393273,0.833333333333333,0.120170457102003,0.238188770700987,0.18326631945041,0.159804077915232,0.803702380952381,0.8,0.168216093285999,0.891095238095238,0.857142857142857,0.118707846056452,0.871764439517078,0.358772734967315,0.192522833411335,-732.186498664261,-545.194160807237
"142","yapsa_0.03","Stomach-AdenoCA",2.45533591055519,2.49180854525315,0.32246623657372,0.821681374181374,0.8,0.117176437052415,0.219390279921001,0.186228895660971,0.151060368853362,0.787369047619048,0.8,0.156535961210257,0.887357142857143,1,0.136598490469087,0.884523878889508,0.287731171927776,0.187547169102672,-581.105881901671,-379.320606553214
"143","msa_thresholdx100_unpruned","Lung-AdenoCA",2.4546643331782,2.51464315974373,0.376145496659286,0.752947219447219,0.8,0.18483736368747,0.157621381107517,0.100542949050538,0.142111893919495,0.658047619047619,0.666666666666667,0.236060031823133,0.954238095238095,1,0.120226762618448,0.904160092283654,0.275366296758664,0.10379835999665,-686.552379954512,-435.585246107948
"144","mp","Stomach-AdenoCA",2.45451470183476,2.52621315914606,0.379814020981013,0.805414252414252,0.845238095238095,0.164259468316478,0.222136091816031,0.162899301072449,0.178311552842197,0.738698412698413,0.8,0.210002535871579,0.937952380952381,1,0.110970236400462,0.878194931116769,0.374253511432486,0.165692226568436,-667.86994987139,-376.049831554861
"145","fitms_0.060","Lung-AdenoCA",2.45287196180831,2.48919407120399,0.324259397604512,0.732059884559885,0.75,0.171990314015093,0.113104228667884,0.0823380731785862,0.084900118417628,0.630309523809524,0.666666666666667,0.21411779402158,0.935666666666667,1,0.132341004281143,0.933964818541352,0.187405061190962,0.124079494539516,-678.979053335869,-464.951967548215
"146","fitms_0.050","Lung-AdenoCA",2.45287195690199,2.48919409761903,0.324259376037932,0.732059884559885,0.75,0.171990314015093,0.113104233574205,0.082338073178533,0.0849001060036211,0.630309523809524,0.666666666666667,0.21411779402158,0.935666666666667,1,0.132341004281143,0.933964824131602,0.187405050405058,0.124079443430801,-678.979053335869,-464.951967548215
"147","fitms_0.030","Lung-AdenoCA",2.45287192469933,2.48919405556012,0.324259412424109,0.732059884559885,0.75,0.171990314015093,0.113104265776864,0.0823380731785313,0.0849001311117918,0.630309523809524,0.666666666666667,0.21411779402158,0.935666666666667,1,0.132341004281143,0.933964833943402,0.187405075559462,0.124080741050388,-678.978948332992,-464.951967548215
"148","deconstruct_0.03","Eso-AdenoCA",2.45260999295874,2.47342475414724,0.334092987878053,0.828970140970141,0.833333333333333,0.122525564993098,0.24066381656507,0.222097992331731,0.154715883871821,0.784416666666667,0.8,0.16991644563226,0.908857142857143,1,0.1240304389396,0.872700388896689,0.343783337534276,0.238247608224485,-819.775524900844,-609.949696701762
"149","msa_thresholdx100","Lung-AdenoCA",2.45217304614933,2.49508580922088,0.357015867043225,0.741233766233766,0.8,0.190851449102731,0.156207906231624,0.108077674263091,0.133375120417588,0.632047619047619,0.666666666666667,0.237997194820999,0.976333333333333,1,0.0916300814656691,0.900576330110091,0.320440898730726,0.105242811163407,-726.813079490855,-456.50034357623
"150","fitms_0.100","Lung-AdenoCA",2.45196780549317,2.49018738467982,0.351015924218001,0.728593795093795,0.75,0.174355560143526,0.114508384983021,0.0784037900779385,0.107788153744183,0.619476190476191,0.666666666666667,0.215014627936167,0.947,1,0.128824870900436,0.933538692979977,0.223933939977074,0.13614555316701,-648.462275111126,-463.950461764412
"151","fitms_0.200","Lung-AdenoCA",2.45196777498026,2.49018738467984,0.35101589794805,0.728593795093795,0.75,0.174355560143526,0.114508415495935,0.0784037900779396,0.107788129716286,0.619476190476191,0.666666666666667,0.215014627936167,0.947,1,0.128824870900436,0.933538674262815,0.223933939609224,0.13614555316701,-648.462275111126,-463.950461764412
"152","yapsa_0.06","Breast-AdenoCA",2.45131677281451,2.47853213640223,0.312088513311071,0.778017316017316,0.8,0.147982137255479,0.180326084328345,0.16220971880127,0.105730528083142,0.68947619047619,0.666666666666667,0.197810682653701,0.942166666666667,1,0.120032145900099,0.896528414500907,0.324389379643022,0.297495513317547,-415.258619807141,-360.356298108968
"153","mutsig","Eso-AdenoCA",2.45038704666798,2.45401879438688,0.269246114964828,0.822340357355063,0.833333333333333,0.099163905975062,0.240144699363765,0.191530952807731,0.15855783147792,0.957666666666667,1,0.0781579043261653,0.732865079365079,0.75,0.140237529941163,0.872866787236514,0.313715300760956,0.187252867361204,-555.798951355897,-443.1615525573
"154","yapsa_0.00","Eso-AdenoCA",2.45038657960521,2.45401818763836,0.269246266832135,0.822340357355063,0.833333333333333,0.099163905975062,0.240145166426534,0.191531798972942,0.158557548872559,0.957666666666667,1,0.0781579043261653,0.732865079365079,0.75,0.140237529941163,0.872866555684085,0.313714162605508,0.187253444140746,-555.79847936181,-443.1615525573
"155","msa_thresholdx100","Liver-HCC",2.44968769841186,2.52690985027271,0.437387932399367,0.778365079365079,0.8,0.181432169427989,0.195145634921469,0.144820431801395,0.195973941566441,0.696333333333333,0.666666666666667,0.234024709238643,0.9485,1,0.14610727037238,0.870271132529875,0.448609278778088,0.158648285196884,-427.611930279012,-346.061168933
"156","msa_thresholdx100","Eso-AdenoCA",2.44728001798182,2.45784025931077,0.378398507952167,0.816306582306582,0.857142857142857,0.156265767385214,0.257481886780083,0.240921695163109,0.18693276358291,0.731595238095238,0.75,0.210724402786611,0.973166666666667,1,0.0758008125776357,0.851451205052178,0.628796632082108,0.44554952618815,-1108.48204899477,-566.976846677877
"157","mutsig","Breast-AdenoCA",2.44369149877687,2.43267322372979,0.263854784194553,0.770975940725941,0.769230769230769,0.118939145347679,0.179153378568005,0.152318461670117,0.112361381903942,0.966738095238095,1,0.0835885290611913,0.656106782106782,0.625,0.159159180701715,0.90363391595354,0.167482984932225,0.114837421201381,-297.361820151137,-275.35949757179
"158","yapsa_0.00","Breast-AdenoCA",2.44369084529796,2.43267319938413,0.263855087209541,0.770975940725941,0.769230769230769,0.118939145347679,0.179154032046921,0.152320035020126,0.112361561895216,0.966738095238095,1,0.0835885290611913,0.656106782106782,0.625,0.159159180701715,0.903633619522196,0.167483908809645,0.114837155803016,-297.361225434691,-275.35949757179
"159","deconstruct_0.10","Liver-HCC",2.4433417414016,2.47134332402422,0.347756626674308,0.777809523809524,0.8,0.169352896135879,0.206324925265064,0.178880070540787,0.145302219534529,0.692166666666667,0.666666666666667,0.222303709806965,0.9575,1,0.133740434903475,0.860314813198078,0.296909340787819,0.0857398639091871,-400.715402528601,-341.150347845244
"160","yapsa_0.01","Kidney-RCC",2.4425060432037,2.48087169315787,0.253318024174233,0.788429847929848,0.8,0.133996571121739,0.218259829812176,0.203850189822878,0.103814167567583,0.984833333333333,1,0.0792464156181699,0.67593253968254,0.666666666666667,0.177223525016822,0.882288204693983,0.18371375163842,0.157752087528283,-267.834033458344,-268.176466450538
