Sample.ID,Tool,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22a,SBS22b,SBS24,SBS26,SBS28,SBS29,SBS30,SBS31,SBS35,SBS37,SBS38,SBS39,SBS40,SBS40a,SBS40b,SBS40c,SBS41,SBS44
ColoRect-AdenoCA::POLE.S.2,fitms_0.001,0,0,0,0,158681.987677005,0,0,0,0,0,0,0,68806.6682569236,283939.344107391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178864.88779145,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.3,fitms_0.001,72439.3920778263,0,0,0,58445.6461143809,0,0,0,0,0,0,0,296284.399945603,92616.4807241693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67351.8055582151,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.4,fitms_0.001,0,0,0,0,361228.926341411,0,0,0,0,0,0,0,801946.500910371,182003.268011099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132663.026969457,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.5,fitms_0.001,0,0,0,0,160941.609830468,0,0,0,0,0,0,0,346239.89381976,224240.949605839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574525.577104038,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.6,fitms_0.001,0,0,0,0,79216.5814904723,0,0,0,0,0,0,0,332951.212492923,349602.967476209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77609.4946009205,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.7,fitms_0.001,0,0,0,0,386482.33574838,0,0,0,0,0,0,0,929076.918486953,94546.9986323228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200390.081540775,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.8,fitms_0.001,0,0,0,0,0,0,0,0,0,0,0,0,694259.330064016,162340.002986898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412825.341044968,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.9,fitms_0.001,0,0,0,0,458380.352097707,0,0,0,0,0,0,0,462040.184960143,144301.735489221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.10,fitms_0.001,0,0,0,0,221478.613458551,0,0,0,0,0,0,0,698204.35324964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58056.9035490681,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.11,fitms_0.001,32273.5404111412,0,0,0,91445.2998043305,0,0,0,0,0,0,0,113515.761658597,46140.2691088455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18395.088145177,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.12,fitms_0.001,0,0,0,0,162212.575693394,0,0,0,0,0,0,0,531625.900470866,368519.429498632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144637.175709037,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.13,fitms_0.001,0,0,0,0,115561.37775194,0,0,0,0,0,0,0,159241.722822589,143334.581600641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98385.2439684209,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.14,fitms_0.001,77700.2697538409,0,0,0,230985.631432256,0,0,0,0,0,0,0,546572.838560519,75470.2788013442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178150.324257522,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.1,fitms_0.001,9059.80252583936,0,0,0,17049.2512235635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3633.22995575301,0,0,0,0,34725.5204381065
ColoRect-AdenoCA::MSI-H.S.2,fitms_0.001,18956.2123151667,0,0,0,15475.408494474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47509.3588381464
ColoRect-AdenoCA::MSI-H.S.3,fitms_0.001,14915.7051489248,0,0,0,11127.9710971192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49232.7585684965
ColoRect-AdenoCA::MSI-H.S.4,fitms_0.001,10660.6480751152,0,0,0,50176.1569235406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32441.4223730435
ColoRect-AdenoCA::MSI-H.S.5,fitms_0.001,7661.7991300099,0,0,0,37536.2187299614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62802.3607595905
ColoRect-AdenoCA::MSI-H.S.6,fitms_0.001,21498.8186944958,0,0,0,38527.5998458719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59970.4220412513
ColoRect-AdenoCA::MSI-H.S.7,fitms_0.001,25306.8736781393,0,0,0,25886.5524560726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37819.1466432214
ColoRect-AdenoCA::MSI-H.S.8,fitms_0.001,0,0,0,0,38653.0512318537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10143.867878055,0,0,0,0,0,0,0,61486.1592939804
ColoRect-AdenoCA::MSI-H.S.9,fitms_0.001,11071.2172041978,0,0,0,39141.6906613576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69086.331658737
ColoRect-AdenoCA::MSI-H.S.10,fitms_0.001,10144.2578170549,0,0,0,62145.8318974955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42511.051562233
ColoRect-AdenoCA::MSI-H.S.11,fitms_0.001,2649.78548657016,0,0,0,11697.608819366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8651.58650971317
ColoRect-AdenoCA::MSI-H.S.12,fitms_0.001,17092.8041568991,0,0,0,45446.8857076485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67595.6924770441
ColoRect-AdenoCA::MSI-H.S.13,fitms_0.001,14780.6110268266,0,0,0,18679.4062967281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6163.16425467777,0,0,0,0,51193.6507541625
ColoRect-AdenoCA::MSI-H.S.14,fitms_0.001,18691.9730607634,0,0,0,8408.8136107936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30814.8250043434
ColoRect-AdenoCA::MSI-H.S.15,fitms_0.001,48233.0983007884,0,0,0,28528.6714326816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20134.8409373643
ColoRect-AdenoCA::MSI-H.S.16,fitms_0.001,0,0,0,0,19424.5494593911,0,0,0,0,0,0,0,0,0,0,0,0,17216.6957119385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28540.9954909953,0,0,0,0,0,0,0,82879.6453226
Eso-AdenoCA::S.1,fitms_0.001,3500.56487981105,0,0,0,6208.78611781408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.77035114559,0,1897.61124275495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6888.63908856518,0,0,0,0,0
Eso-AdenoCA::S.2,fitms_0.001,0,0,0,0,7189.87419376229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13084.3562849817,3974.29286594585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17789.8336892332,0,0,0,0,0
Eso-AdenoCA::S.3,fitms_0.001,1305.1573393095,0,1564.62437628766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10355.8659670303,4526.68214686804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430.47956438641,0,0,0,0,0
Eso-AdenoCA::S.4,fitms_0.001,2621.4255034774,0,0,0,4674.58293584965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4233.94853523796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.5,fitms_0.001,2248.07240949806,0,1660.3901459705,0,3893.95231042074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808.23200637652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14152.2387500246,0,0,0,0,0
Eso-AdenoCA::S.6,fitms_0.001,0,0,0,0,4898.39505532184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4290.66574448926,71169.7932537351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.7,fitms_0.001,0,3308.61585201341,0,0,3044.06751626185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8241.9165375858,10494.3452625293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.8,fitms_0.001,3278.9910267074,0,0,0,14344.2093005578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2324.04063729918,2987.20458170789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.9,fitms_0.001,0,0,3221.53381089958,0,10331.3964090859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2185.45707371973,12819.2707571347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3748.6379812843,0,0,0,0,0
Eso-AdenoCA::S.10,fitms_0.001,0,0,0,0,4366.91618582443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449.61843598236,6842.34038844393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20009.1458063765,0,0,0,0,0
Eso-AdenoCA::S.11,fitms_0.001,3604.79650085583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.8027882512,4733.95619123848,2675.04834827116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685.20571454793,0,0,0,0,0
Eso-AdenoCA::S.12,fitms_0.001,3388.99718106723,0,7727.28188626905,0,13341.4789274969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3408.86893934957,9186.30131254097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.06843011549,0,0,0,0,0
Eso-AdenoCA::S.13,fitms_0.001,2169.39578386037,0,0,0,5820.66175331205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12746.1949514245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.14,fitms_0.001,0,0,15572.6923219622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31520.5278440474,5005.80233773377,0,0,0,0,0,0,0,4794.36442896972,0,0,0,0,0,0,0,11263.2649503386,0,0,0,0,0
Eso-AdenoCA::S.15,fitms_0.001,2920.98858409646,0,3638.98773454978,0,2591.7761805889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3914.42674943819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.16,fitms_0.001,0,0,1990.30978004658,0,5177.76808089206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311.82382617676,0,0,0,0,0,0,0,0,0,10872.1599570718,0,0,0,0,0,0,0,4944.7349886043,0,0,0,0,0
Eso-AdenoCA::S.17,fitms_0.001,1516.92480988205,0,0,0,11406.0005398965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832.461280821106,2100.06185844662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.18,fitms_0.001,1512.85263070061,0,1884.54499882216,0,5286.00507227877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2888.65286166919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9918.40071783959,0,0,0,0,0
Eso-AdenoCA::S.19,fitms_0.001,2037.21660268309,0,0,0,3498.65927062369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4080.30071735945,553.023267186588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.20,fitms_0.001,0,0,0,0,7490.91657764626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5458.99095150852,40275.1194190625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4218.87185446314,0,0,0,0,0
Eso-AdenoCA::S.21,fitms_0.001,0,0,0,0,6153.96067266965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7245.71456210442,35160.6042878195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.22,fitms_0.001,1556.56430696396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091.88254127836,0,3952.84957105448,0,0,0,0,0,0,0,7746.61478942876,0,0,0,0,0,0,0,7164.13578479993,0,0,0,0,0
Eso-AdenoCA::S.23,fitms_0.001,1791.49187585184,0,0,0,2795.43245260505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6299.58065161415,0,0,0,0,0,0,0,0,0,5920.58563518711,0,0,0,0,0,0,0,1090.32821101995,0,0,0,0,0
Eso-AdenoCA::S.24,fitms_0.001,0,0,0,0,7239.1087994654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11211.5812066508,16994.3392914365,3143.52893677773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3210.31378504979,0,0,0,0,0
Eso-AdenoCA::S.25,fitms_0.001,0,0,0,0,4549.86522023156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15251.2258518211,4954.98976346889,2840.24669203439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4591.69710987052,0,0,0,0,0
Eso-AdenoCA::S.26,fitms_0.001,0,0,0,0,12000.5355238585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3207.85620460508,5408.13431013218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10235.8064266104,0,0,0,0,0
Eso-AdenoCA::S.27,fitms_0.001,2740.67880276248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12177.5426552216,2129.21837780527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3612.4888051076,0,0,0,0,0
Eso-AdenoCA::S.28,fitms_0.001,0,2200.32897819134,0,0,7121.30853690534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20393.0497825024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5866.5935528487,0,0,0,0,0
Eso-AdenoCA::S.29,fitms_0.001,3439.9252316398,2105.70442833381,0,0,2561.52297406854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553.40992322301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.30,fitms_0.001,0,0,0,0,3470.36349881098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353.04937299656,5790.43456491987,2796.7714102846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4591.09918009737,0,0,0,0,0
Eso-AdenoCA::S.31,fitms_0.001,0,0,0,0,16534.9846783034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2649.50459341882,22901.7277159631,3442.02909307172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.32,fitms_0.001,0,0,0,0,2294.77801976033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11440.8984558383,15335.3796379209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11031.2746813504,0,0,0,0,0
Eso-AdenoCA::S.33,fitms_0.001,1597.32285568649,0,0,0,5947.85130601461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2594.47202298414,1050.96615059906,1475.38754389523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.34,fitms_0.001,910.308445864449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486.94008684778,6467.41270770612,0,0,0,0,0,0,0,0,968.338752158788,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.35,fitms_0.001,2053.94892894115,0,0,0,1779.33327698852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167.88380480405,1688.95931925867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13210.3927359022,0,0,0,0,0
Eso-AdenoCA::S.36,fitms_0.001,0,0,0,0,23665.017548521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10077.9464853511,6559.82045112108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16782.4178983219,0,0,0,0,0
Eso-AdenoCA::S.37,fitms_0.001,0,0,10407.5321111999,0,3915.82512859323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4809.3918304545,4328.47849404875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12639.1395378015,0,0,0,0,0
Eso-AdenoCA::S.38,fitms_0.001,1930.44393930565,0,0,0,11050.7423213459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9960.37191343736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5699.32868391997,0,0,0,0,0
Eso-AdenoCA::S.39,fitms_0.001,2743.08603437905,0,0,0,7074.99850891602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10680.0340171101,0,0,0,0,0
Eso-AdenoCA::S.40,fitms_0.001,1088.50842132789,0,0,0,2146.02191650467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096.93486747088,10486.0825976794,1115.8561752684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.41,fitms_0.001,0,4504.96814793458,12954.3554520016,0,4386.84314400868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2873.40604260765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4969.14143673964,0,0,0,0,0
Eso-AdenoCA::S.42,fitms_0.001,2482.75463526514,0,0,0,16468.7556082086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591.82495681692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.43,fitms_0.001,3586.96869993201,0,0,0,6553.90360638194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2478.98593780824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12305.3822099113,0,0,0,0,0
Eso-AdenoCA::S.44,fitms_0.001,807.47450798961,904.216639106478,0,0,5733.45895002784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6720.67932544208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.45,fitms_0.001,3474.47805894069,0,0,0,11355.1763591741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3897.74159682073,6908.77137183725,0,0,0,0,0,0,0,0,8895.29643189593,0,0,0,0,0,0,0,3400.76355691837,0,0,0,0,0
Eso-AdenoCA::S.46,fitms_0.001,1321.63065161327,0,0,0,8774.62627767534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2303.07699652255,8690.02960526119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545.75441738016,0,0,0,0,0
Eso-AdenoCA::S.47,fitms_0.001,2119.16756529734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2562.31551398645,0,0,0,5831.85581352562,6950.59164755073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.48,fitms_0.001,0,0,0,0,3251.19785813222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804.16574122088,4282.88011368679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3523.88504718756,0,0,0,0,0
Eso-AdenoCA::S.49,fitms_0.001,0,0,0,0,35226.6526177017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7204.15735925371,4050.89843564642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.50,fitms_0.001,0,0,0,0,8289.78749929374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3604.1373577724,27117.799462678,7325.59320223388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.51,fitms_0.001,0,0,0,0,16604.8116321642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4686.00660356203,5140.48615216704,8777.18465316094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.52,fitms_0.001,0,0,0,0,5048.67169367092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9601.15992975832,12896.3584174483,3148.37647051916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9985.79051512901,0,0,0,0,0
Eso-AdenoCA::S.53,fitms_0.001,0,0,0,0,5880.31167761472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9240.3594982274,5663.37998466251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12370.304423009,0,0,0,0,0
Eso-AdenoCA::S.54,fitms_0.001,0,0,0,0,2135.0074042713,0,0,0,0,0,0,0,0,0,0,1275.24998703822,0,0,0,0,18438.7872199836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.55,fitms_0.001,0,0,0,0,12397.4728014885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25945.8369173911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.56,fitms_0.001,1863.3916145131,0,0,0,6901.74739111513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475.98839633544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730.815994804567,0,0,0,0,0
Eso-AdenoCA::S.57,fitms_0.001,3220.85910444449,0,0,0,1044.78399637971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493.00387851245,2666.37630681068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.58,fitms_0.001,2485.21490994918,0,0,0,7916.4598088079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24242.0951335289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6279.69656227306,0,0,0,0,0
Eso-AdenoCA::S.59,fitms_0.001,0,0,0,0,8801.99480329698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12305.8683095209,0,0,0,0,0,0,0,0,1859.8112954103,0,0,0,0,0,0,0,10576.7885224798,0,0,0,0,0
Eso-AdenoCA::S.60,fitms_0.001,1292.52118467716,0,0,0,6471.57919742422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9233.95347951341,2707.41256518837,4316.06005593014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.61,fitms_0.001,3250.35131348414,0,5000.27718921753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8019.61608123997,4678.37481196709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.62,fitms_0.001,2379.98461644402,1068.59946870247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7782.885333407,4112.72969042981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.63,fitms_0.001,1275.53903402249,0,0,0,1669.5812409223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3448.40729966291,9143.30006749817,2365.10075769558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.64,fitms_0.001,1280.25763669219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13102.3585164714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4219.14234515168,0,0,0,0,0
Eso-AdenoCA::S.65,fitms_0.001,0,0,1605.87496123375,0,10196.0723178164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452.60058796922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082.71865709468,0,0,0,0,0
Eso-AdenoCA::S.66,fitms_0.001,0,2629.75610665116,0,0,14879.5816738034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959.10575202832,13371.5400420989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.67,fitms_0.001,0,0,10961.2368105826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5743.15404769368,10035.460253775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10251.2093191126,0,0,0,0,0
Eso-AdenoCA::S.68,fitms_0.001,0,0,0,0,2218.68117915227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3685.69594240006,6649.08725974833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15855.6064585774,0,0,0,0,0
Eso-AdenoCA::S.69,fitms_0.001,2186.2213614541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11076.2954173862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6603.63006350603,0,0,0,0,0
Eso-AdenoCA::S.70,fitms_0.001,2390.31765281559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480.29269395456,0,0,0,8940.40968273289,4012.06287423662,0,0,0,0,0,0,0,0,4742.45145258734,0,0,0,0,0,0,0,5552.15982798553,0,0,0,0,0
Eso-AdenoCA::S.71,fitms_0.001,1045.99466352272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2199.54897604492,3780.64325999382,5017.99351248874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6333.3999552126,0,0,0,0,0
Eso-AdenoCA::S.72,fitms_0.001,2025.93872151411,0,0,0,6791.48760686833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16737.5871237547,3486.63018305666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2171.16452541838,0,0,0,0,0
Eso-AdenoCA::S.73,fitms_0.001,0,0,0,0,3187.33546080895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8483.85588674671,3056.48385742592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9709.88813385702,0,0,0,0,0
