Sample Names	MutationType	DBS1	DBS6
Skin-Melanoma::S.19	TC>CT	1.0	0.0
Skin-Melanoma::S.19	TC>GA	1.0	0.0
Skin-Melanoma::S.19	TC>GG	1.0	0.0
Skin-Melanoma::S.19	TC>GT	1.0	0.0
Skin-Melanoma::S.19	TG>AA	1.0	0.0
Skin-Melanoma::S.19	TG>AC	1.0	0.0
Skin-Melanoma::S.19	TG>AT	1.0	0.0
Skin-Melanoma::S.19	TG>CA	1.0	0.0
Skin-Melanoma::S.19	TG>CC	1.0	0.0
Skin-Melanoma::S.19	TG>CT	1.0	0.0
Skin-Melanoma::S.19	TG>GA	1.0	0.0
Skin-Melanoma::S.19	TG>GC	1.0	0.0
Skin-Melanoma::S.19	TG>GT	1.0	0.0
Skin-Melanoma::S.19	TT>AA	1.0	0.0
Skin-Melanoma::S.19	TT>AC	1.0	0.0
Skin-Melanoma::S.19	TT>AG	1.0	0.0
Skin-Melanoma::S.19	TT>CA	1.0	0.0
Skin-Melanoma::S.19	TT>CC	1.0	0.0
Skin-Melanoma::S.19	TT>CG	1.0	0.0
Skin-Melanoma::S.19	TT>GA	1.0	0.0
Skin-Melanoma::S.19	TT>GC	1.0	0.0
Skin-Melanoma::S.19	TT>GG	1.0	0.0
Skin-Melanoma::S.20	AC>CA	1.0	0.0
Skin-Melanoma::S.20	AC>CG	1.0	0.0
Skin-Melanoma::S.20	AC>CT	1.0	0.0
Skin-Melanoma::S.20	AC>GA	1.0	0.0
Skin-Melanoma::S.20	AC>GG	1.0	0.0
Skin-Melanoma::S.20	AC>GT	1.0	0.0
Skin-Melanoma::S.20	AC>TA	1.0	0.0
Skin-Melanoma::S.20	AC>TG	1.0	0.0
Skin-Melanoma::S.20	AC>TT	1.0	0.0
Skin-Melanoma::S.20	AT>CA	1.0	0.0
Skin-Melanoma::S.20	AT>CC	1.0	0.0
Skin-Melanoma::S.20	AT>CG	1.0	0.0
Skin-Melanoma::S.20	AT>GA	1.0	0.0
Skin-Melanoma::S.20	AT>GC	1.0	0.0
Skin-Melanoma::S.20	AT>TA	1.0	0.0
Skin-Melanoma::S.20	CC>AA	1.0	0.0
Skin-Melanoma::S.20	CC>AG	1.0	0.0
Skin-Melanoma::S.20	CC>AT	1.0	0.0
Skin-Melanoma::S.20	CC>GA	1.0	0.0
Skin-Melanoma::S.20	CC>GG	1.0	0.0
Skin-Melanoma::S.20	CC>GT	1.0	0.0
Skin-Melanoma::S.20	CC>TA	1.0	0.0
Skin-Melanoma::S.20	CC>TG	1.0	0.0
Skin-Melanoma::S.20	CC>TT	1.0	0.0
Skin-Melanoma::S.20	CG>AT	1.0	0.0
Skin-Melanoma::S.20	CG>GC	1.0	0.0
Skin-Melanoma::S.20	CG>GT	1.0	0.0
Skin-Melanoma::S.20	CG>TA	1.0	0.0
Skin-Melanoma::S.20	CG>TC	1.0	0.0
Skin-Melanoma::S.20	CG>TT	1.0	0.0
Skin-Melanoma::S.20	CT>AA	1.0	0.0
Skin-Melanoma::S.20	CT>AC	1.0	0.0
Skin-Melanoma::S.20	CT>AG	1.0	0.0
Skin-Melanoma::S.20	CT>GA	1.0	0.0
Skin-Melanoma::S.20	CT>GC	1.0	0.0
Skin-Melanoma::S.20	CT>GG	1.0	0.0
Skin-Melanoma::S.20	CT>TA	1.0	0.0
Skin-Melanoma::S.20	CT>TC	1.0	0.0
Skin-Melanoma::S.20	CT>TG	1.0	0.0
Skin-Melanoma::S.20	GC>AA	1.0	0.0
Skin-Melanoma::S.20	GC>AG	1.0	0.0
Skin-Melanoma::S.20	GC>AT	1.0	0.0
Skin-Melanoma::S.20	GC>CA	1.0	0.0
Skin-Melanoma::S.20	GC>CG	1.0	0.0
Skin-Melanoma::S.20	GC>TA	1.0	0.0
Skin-Melanoma::S.20	TA>AT	1.0	0.0
Skin-Melanoma::S.20	TA>CG	1.0	0.0
Skin-Melanoma::S.20	TA>CT	1.0	0.0
Skin-Melanoma::S.20	TA>GC	1.0	0.0
Skin-Melanoma::S.20	TA>GG	1.0	0.0
Skin-Melanoma::S.20	TA>GT	1.0	0.0
Skin-Melanoma::S.20	TC>AA	1.0	0.0
Skin-Melanoma::S.20	TC>AG	1.0	0.0
Skin-Melanoma::S.20	TC>AT	1.0	0.0
Skin-Melanoma::S.20	TC>CA	1.0	0.0
Skin-Melanoma::S.20	TC>CG	1.0	0.0
Skin-Melanoma::S.20	TC>CT	1.0	0.0
Skin-Melanoma::S.20	TC>GA	1.0	0.0
Skin-Melanoma::S.20	TC>GG	1.0	0.0
Skin-Melanoma::S.20	TC>GT	1.0	0.0
Skin-Melanoma::S.20	TG>AA	1.0	0.0
Skin-Melanoma::S.20	TG>AC	1.0	0.0
Skin-Melanoma::S.20	TG>AT	1.0	0.0
Skin-Melanoma::S.20	TG>CA	1.0	0.0
Skin-Melanoma::S.20	TG>CC	1.0	0.0
Skin-Melanoma::S.20	TG>CT	1.0	0.0
Skin-Melanoma::S.20	TG>GA	1.0	0.0
Skin-Melanoma::S.20	TG>GC	1.0	0.0
Skin-Melanoma::S.20	TG>GT	1.0	0.0
Skin-Melanoma::S.20	TT>AA	1.0	0.0
Skin-Melanoma::S.20	TT>AC	1.0	0.0
Skin-Melanoma::S.20	TT>AG	1.0	0.0
Skin-Melanoma::S.20	TT>CA	1.0	0.0
Skin-Melanoma::S.20	TT>CC	1.0	0.0
Skin-Melanoma::S.20	TT>CG	1.0	0.0
Skin-Melanoma::S.20	TT>GA	1.0	0.0
Skin-Melanoma::S.20	TT>GC	1.0	0.0
Skin-Melanoma::S.20	TT>GG	1.0	0.0
Skin-Melanoma::S.21	AC>CA	1.0	0.0
Skin-Melanoma::S.21	AC>CG	1.0	0.0
Skin-Melanoma::S.21	AC>CT	1.0	0.0
Skin-Melanoma::S.21	AC>GA	1.0	0.0
Skin-Melanoma::S.21	AC>GG	1.0	0.0
Skin-Melanoma::S.21	AC>GT	1.0	0.0
Skin-Melanoma::S.21	AC>TA	1.0	0.0
Skin-Melanoma::S.21	AC>TG	1.0	0.0
Skin-Melanoma::S.21	AC>TT	1.0	0.0
Skin-Melanoma::S.21	AT>CA	1.0	0.0
Skin-Melanoma::S.21	AT>CC	1.0	0.0
Skin-Melanoma::S.21	AT>CG	1.0	0.0
Skin-Melanoma::S.21	AT>GA	1.0	0.0
Skin-Melanoma::S.21	AT>GC	1.0	0.0
Skin-Melanoma::S.21	AT>TA	1.0	0.0
Skin-Melanoma::S.21	CC>AA	1.0	0.0
Skin-Melanoma::S.21	CC>AG	1.0	0.0
Skin-Melanoma::S.21	CC>AT	1.0	0.0
Skin-Melanoma::S.21	CC>GA	1.0	0.0
Skin-Melanoma::S.21	CC>GG	1.0	0.0
Skin-Melanoma::S.21	CC>GT	1.0	0.0
Skin-Melanoma::S.21	CC>TA	1.0	0.0
Skin-Melanoma::S.21	CC>TG	1.0	0.0
Skin-Melanoma::S.21	CC>TT	1.0	0.0
Skin-Melanoma::S.21	CG>AT	1.0	0.0
Skin-Melanoma::S.21	CG>GC	1.0	0.0
Skin-Melanoma::S.21	CG>GT	1.0	0.0
Skin-Melanoma::S.21	CG>TA	1.0	0.0
Skin-Melanoma::S.21	CG>TC	1.0	0.0
Skin-Melanoma::S.21	CG>TT	1.0	0.0
Skin-Melanoma::S.21	CT>AA	1.0	0.0
Skin-Melanoma::S.21	CT>AC	1.0	0.0
Skin-Melanoma::S.21	CT>AG	1.0	0.0
Skin-Melanoma::S.21	CT>GA	1.0	0.0
Skin-Melanoma::S.21	CT>GC	1.0	0.0
Skin-Melanoma::S.21	CT>GG	1.0	0.0
Skin-Melanoma::S.21	CT>TA	1.0	0.0
Skin-Melanoma::S.21	CT>TC	1.0	0.0
Skin-Melanoma::S.21	CT>TG	1.0	0.0
Skin-Melanoma::S.21	GC>AA	1.0	0.0
Skin-Melanoma::S.21	GC>AG	1.0	0.0
Skin-Melanoma::S.21	GC>AT	1.0	0.0
Skin-Melanoma::S.21	GC>CA	1.0	0.0
Skin-Melanoma::S.21	GC>CG	1.0	0.0
Skin-Melanoma::S.21	GC>TA	1.0	0.0
Skin-Melanoma::S.21	TA>AT	1.0	0.0
Skin-Melanoma::S.21	TA>CG	1.0	0.0
Skin-Melanoma::S.21	TA>CT	1.0	0.0
Skin-Melanoma::S.21	TA>GC	1.0	0.0
Skin-Melanoma::S.21	TA>GG	1.0	0.0
Skin-Melanoma::S.21	TA>GT	1.0	0.0
Skin-Melanoma::S.21	TC>AA	1.0	0.0
Skin-Melanoma::S.21	TC>AG	1.0	0.0
Skin-Melanoma::S.21	TC>AT	1.0	0.0
Skin-Melanoma::S.21	TC>CA	1.0	0.0
Skin-Melanoma::S.21	TC>CG	1.0	0.0
Skin-Melanoma::S.21	TC>CT	1.0	0.0
Skin-Melanoma::S.21	TC>GA	1.0	0.0
Skin-Melanoma::S.21	TC>GG	1.0	0.0
Skin-Melanoma::S.21	TC>GT	1.0	0.0
Skin-Melanoma::S.21	TG>AA	1.0	0.0
Skin-Melanoma::S.21	TG>AC	1.0	0.0
Skin-Melanoma::S.21	TG>AT	1.0	0.0
Skin-Melanoma::S.21	TG>CA	1.0	0.0
Skin-Melanoma::S.21	TG>CC	1.0	0.0
Skin-Melanoma::S.21	TG>CT	1.0	0.0
Skin-Melanoma::S.21	TG>GA	1.0	0.0
Skin-Melanoma::S.21	TG>GC	1.0	0.0
Skin-Melanoma::S.21	TG>GT	1.0	0.0
Skin-Melanoma::S.21	TT>AA	1.0	0.0
Skin-Melanoma::S.21	TT>AC	1.0	0.0
Skin-Melanoma::S.21	TT>AG	1.0	0.0
Skin-Melanoma::S.21	TT>CA	1.0	0.0
Skin-Melanoma::S.21	TT>CC	1.0	0.0
Skin-Melanoma::S.21	TT>CG	1.0	0.0
Skin-Melanoma::S.21	TT>GA	1.0	0.0
Skin-Melanoma::S.21	TT>GC	1.0	0.0
Skin-Melanoma::S.21	TT>GG	1.0	0.0
Skin-Melanoma::S.22	AC>CA	1.0	0.0
Skin-Melanoma::S.22	AC>CG	1.0	0.0
Skin-Melanoma::S.22	AC>CT	1.0	0.0
Skin-Melanoma::S.22	AC>GA	1.0	0.0
Skin-Melanoma::S.22	AC>GG	1.0	0.0
Skin-Melanoma::S.22	AC>GT	1.0	0.0
Skin-Melanoma::S.22	AC>TA	1.0	0.0
Skin-Melanoma::S.22	AC>TG	1.0	0.0
Skin-Melanoma::S.22	AC>TT	1.0	0.0
Skin-Melanoma::S.22	AT>CA	1.0	0.0
Skin-Melanoma::S.22	AT>CC	1.0	0.0
Skin-Melanoma::S.22	AT>CG	1.0	0.0
Skin-Melanoma::S.22	AT>GA	1.0	0.0
Skin-Melanoma::S.22	AT>GC	1.0	0.0
Skin-Melanoma::S.22	AT>TA	1.0	0.0
Skin-Melanoma::S.22	CC>AA	1.0	0.0
Skin-Melanoma::S.22	CC>AG	1.0	0.0
Skin-Melanoma::S.22	CC>AT	1.0	0.0
Skin-Melanoma::S.22	CC>GA	1.0	0.0
Skin-Melanoma::S.22	CC>GG	1.0	0.0
Skin-Melanoma::S.22	CC>GT	1.0	0.0
Skin-Melanoma::S.22	CC>TA	1.0	0.0
Skin-Melanoma::S.22	CC>TG	1.0	0.0
Skin-Melanoma::S.22	CC>TT	1.0	0.0
Skin-Melanoma::S.22	CG>AT	1.0	0.0
Skin-Melanoma::S.22	CG>GC	1.0	0.0
Skin-Melanoma::S.22	CG>GT	1.0	0.0
Skin-Melanoma::S.22	CG>TA	1.0	0.0
Skin-Melanoma::S.22	CG>TC	1.0	0.0
Skin-Melanoma::S.22	CG>TT	1.0	0.0
Skin-Melanoma::S.22	CT>AA	1.0	0.0
Skin-Melanoma::S.22	CT>AC	1.0	0.0
Skin-Melanoma::S.22	CT>AG	1.0	0.0
Skin-Melanoma::S.22	CT>GA	1.0	0.0
Skin-Melanoma::S.22	CT>GC	1.0	0.0
Skin-Melanoma::S.22	CT>GG	1.0	0.0
Skin-Melanoma::S.22	CT>TA	1.0	0.0
Skin-Melanoma::S.22	CT>TC	1.0	0.0
Skin-Melanoma::S.22	CT>TG	1.0	0.0
Skin-Melanoma::S.22	GC>AA	1.0	0.0
Skin-Melanoma::S.22	GC>AG	1.0	0.0
Skin-Melanoma::S.22	GC>AT	1.0	0.0
Skin-Melanoma::S.22	GC>CA	1.0	0.0
Skin-Melanoma::S.22	GC>CG	1.0	0.0
Skin-Melanoma::S.22	GC>TA	1.0	0.0
Skin-Melanoma::S.22	TA>AT	1.0	0.0
Skin-Melanoma::S.22	TA>CG	1.0	0.0
Skin-Melanoma::S.22	TA>CT	1.0	0.0
Skin-Melanoma::S.22	TA>GC	1.0	0.0
Skin-Melanoma::S.22	TA>GG	1.0	0.0
Skin-Melanoma::S.22	TA>GT	1.0	0.0
Skin-Melanoma::S.22	TC>AA	1.0	0.0
Skin-Melanoma::S.22	TC>AG	1.0	0.0
Skin-Melanoma::S.22	TC>AT	1.0	0.0
Skin-Melanoma::S.22	TC>CA	1.0	0.0
Skin-Melanoma::S.22	TC>CG	1.0	0.0
Skin-Melanoma::S.22	TC>CT	1.0	0.0
Skin-Melanoma::S.22	TC>GA	1.0	0.0
Skin-Melanoma::S.22	TC>GG	1.0	0.0
Skin-Melanoma::S.22	TC>GT	1.0	0.0
Skin-Melanoma::S.22	TG>AA	1.0	0.0
Skin-Melanoma::S.22	TG>AC	1.0	0.0
Skin-Melanoma::S.22	TG>AT	1.0	0.0
Skin-Melanoma::S.22	TG>CA	1.0	0.0
Skin-Melanoma::S.22	TG>CC	1.0	0.0
Skin-Melanoma::S.22	TG>CT	1.0	0.0
Skin-Melanoma::S.22	TG>GA	1.0	0.0
Skin-Melanoma::S.22	TG>GC	1.0	0.0
Skin-Melanoma::S.22	TG>GT	1.0	0.0
Skin-Melanoma::S.22	TT>AA	1.0	0.0
Skin-Melanoma::S.22	TT>AC	1.0	0.0
Skin-Melanoma::S.22	TT>AG	1.0	0.0
Skin-Melanoma::S.22	TT>CA	1.0	0.0
Skin-Melanoma::S.22	TT>CC	1.0	0.0
Skin-Melanoma::S.22	TT>CG	1.0	0.0
Skin-Melanoma::S.22	TT>GA	1.0	0.0
Skin-Melanoma::S.22	TT>GC	1.0	0.0
Skin-Melanoma::S.22	TT>GG	1.0	0.0
Skin-Melanoma::S.23	AC>CA	1.0	0.0
Skin-Melanoma::S.23	AC>CG	1.0	0.0
Skin-Melanoma::S.23	AC>CT	1.0	0.0
Skin-Melanoma::S.23	AC>GA	1.0	0.0
Skin-Melanoma::S.23	AC>GG	1.0	0.0
Skin-Melanoma::S.23	AC>GT	1.0	0.0
Skin-Melanoma::S.23	AC>TA	1.0	0.0
Skin-Melanoma::S.23	AC>TG	1.0	0.0
Skin-Melanoma::S.23	AC>TT	1.0	0.0
Skin-Melanoma::S.23	AT>CA	1.0	0.0
Skin-Melanoma::S.23	AT>CC	1.0	0.0
Skin-Melanoma::S.23	AT>CG	1.0	0.0
Skin-Melanoma::S.23	AT>GA	1.0	0.0
Skin-Melanoma::S.23	AT>GC	1.0	0.0
Skin-Melanoma::S.23	AT>TA	1.0	0.0
Skin-Melanoma::S.23	CC>AA	1.0	0.0
Skin-Melanoma::S.23	CC>AG	1.0	0.0
Skin-Melanoma::S.23	CC>AT	1.0	0.0
Skin-Melanoma::S.23	CC>GA	1.0	0.0
Skin-Melanoma::S.23	CC>GG	1.0	0.0
Skin-Melanoma::S.23	CC>GT	1.0	0.0
Skin-Melanoma::S.23	CC>TA	1.0	0.0
Skin-Melanoma::S.23	CC>TG	1.0	0.0
Skin-Melanoma::S.23	CC>TT	1.0	0.0
Skin-Melanoma::S.23	CG>AT	1.0	0.0
Skin-Melanoma::S.23	CG>GC	1.0	0.0
Skin-Melanoma::S.23	CG>GT	1.0	0.0
Skin-Melanoma::S.23	CG>TA	1.0	0.0
Skin-Melanoma::S.23	CG>TC	1.0	0.0
Skin-Melanoma::S.23	CG>TT	1.0	0.0
Skin-Melanoma::S.23	CT>AA	1.0	0.0
Skin-Melanoma::S.23	CT>AC	1.0	0.0
Skin-Melanoma::S.23	CT>AG	1.0	0.0
Skin-Melanoma::S.23	CT>GA	1.0	0.0
Skin-Melanoma::S.23	CT>GC	1.0	0.0
Skin-Melanoma::S.23	CT>GG	1.0	0.0
Skin-Melanoma::S.23	CT>TA	1.0	0.0
Skin-Melanoma::S.23	CT>TC	1.0	0.0
Skin-Melanoma::S.23	CT>TG	1.0	0.0
Skin-Melanoma::S.23	GC>AA	1.0	0.0
Skin-Melanoma::S.23	GC>AG	1.0	0.0
Skin-Melanoma::S.23	GC>AT	1.0	0.0
Skin-Melanoma::S.23	GC>CA	1.0	0.0
Skin-Melanoma::S.23	GC>CG	1.0	0.0
Skin-Melanoma::S.23	GC>TA	1.0	0.0
Skin-Melanoma::S.23	TA>AT	1.0	0.0
Skin-Melanoma::S.23	TA>CG	1.0	0.0
Skin-Melanoma::S.23	TA>CT	1.0	0.0
Skin-Melanoma::S.23	TA>GC	1.0	0.0
Skin-Melanoma::S.23	TA>GG	1.0	0.0
Skin-Melanoma::S.23	TA>GT	1.0	0.0
Skin-Melanoma::S.23	TC>AA	1.0	0.0
Skin-Melanoma::S.23	TC>AG	1.0	0.0
Skin-Melanoma::S.23	TC>AT	1.0	0.0
Skin-Melanoma::S.23	TC>CA	1.0	0.0
Skin-Melanoma::S.23	TC>CG	1.0	0.0
Skin-Melanoma::S.23	TC>CT	1.0	0.0
Skin-Melanoma::S.23	TC>GA	1.0	0.0
Skin-Melanoma::S.23	TC>GG	1.0	0.0
Skin-Melanoma::S.23	TC>GT	1.0	0.0
Skin-Melanoma::S.23	TG>AA	1.0	0.0
Skin-Melanoma::S.23	TG>AC	1.0	0.0
Skin-Melanoma::S.23	TG>AT	1.0	0.0
Skin-Melanoma::S.23	TG>CA	1.0	0.0
Skin-Melanoma::S.23	TG>CC	1.0	0.0
Skin-Melanoma::S.23	TG>CT	1.0	0.0
Skin-Melanoma::S.23	TG>GA	1.0	0.0
Skin-Melanoma::S.23	TG>GC	1.0	0.0
Skin-Melanoma::S.23	TG>GT	1.0	0.0
Skin-Melanoma::S.23	TT>AA	1.0	0.0
Skin-Melanoma::S.23	TT>AC	1.0	0.0
Skin-Melanoma::S.23	TT>AG	1.0	0.0
Skin-Melanoma::S.23	TT>CA	1.0	0.0
Skin-Melanoma::S.23	TT>CC	1.0	0.0
Skin-Melanoma::S.23	TT>CG	1.0	0.0
Skin-Melanoma::S.23	TT>GA	1.0	0.0
Skin-Melanoma::S.23	TT>GC	1.0	0.0
Skin-Melanoma::S.23	TT>GG	1.0	0.0
Skin-Melanoma::S.24	AC>CA	1.0	0.0
Skin-Melanoma::S.24	AC>CG	1.0	0.0
Skin-Melanoma::S.24	AC>CT	1.0	0.0
Skin-Melanoma::S.24	AC>GA	1.0	0.0
Skin-Melanoma::S.24	AC>GG	1.0	0.0
Skin-Melanoma::S.24	AC>GT	1.0	0.0
Skin-Melanoma::S.24	AC>TA	1.0	0.0
Skin-Melanoma::S.24	AC>TG	1.0	0.0
Skin-Melanoma::S.24	AC>TT	1.0	0.0
Skin-Melanoma::S.24	AT>CA	1.0	0.0
Skin-Melanoma::S.24	AT>CC	1.0	0.0
Skin-Melanoma::S.24	AT>CG	1.0	0.0
Skin-Melanoma::S.24	AT>GA	1.0	0.0
Skin-Melanoma::S.24	AT>GC	1.0	0.0
Skin-Melanoma::S.24	AT>TA	1.0	0.0
Skin-Melanoma::S.24	CC>AA	1.0	0.0
Skin-Melanoma::S.24	CC>AG	1.0	0.0
Skin-Melanoma::S.24	CC>AT	1.0	0.0
Skin-Melanoma::S.24	CC>GA	1.0	0.0
Skin-Melanoma::S.24	CC>GG	1.0	0.0
Skin-Melanoma::S.24	CC>GT	1.0	0.0
Skin-Melanoma::S.24	CC>TA	1.0	0.0
Skin-Melanoma::S.24	CC>TG	1.0	0.0
Skin-Melanoma::S.24	CC>TT	1.0	0.0
Skin-Melanoma::S.24	CG>AT	1.0	0.0
Skin-Melanoma::S.24	CG>GC	1.0	0.0
Skin-Melanoma::S.24	CG>GT	1.0	0.0
Skin-Melanoma::S.24	CG>TA	1.0	0.0
Skin-Melanoma::S.24	CG>TC	1.0	0.0
Skin-Melanoma::S.24	CG>TT	1.0	0.0
Skin-Melanoma::S.24	CT>AA	1.0	0.0
Skin-Melanoma::S.24	CT>AC	1.0	0.0
Skin-Melanoma::S.24	CT>AG	1.0	0.0
Skin-Melanoma::S.24	CT>GA	1.0	0.0
Skin-Melanoma::S.24	CT>GC	1.0	0.0
Skin-Melanoma::S.24	CT>GG	1.0	0.0
Skin-Melanoma::S.24	CT>TA	1.0	0.0
Skin-Melanoma::S.24	CT>TC	1.0	0.0
Skin-Melanoma::S.24	CT>TG	1.0	0.0
Skin-Melanoma::S.24	GC>AA	1.0	0.0
Skin-Melanoma::S.24	GC>AG	1.0	0.0
Skin-Melanoma::S.24	GC>AT	1.0	0.0
Skin-Melanoma::S.24	GC>CA	1.0	0.0
Skin-Melanoma::S.24	GC>CG	1.0	0.0
Skin-Melanoma::S.24	GC>TA	1.0	0.0
Skin-Melanoma::S.24	TA>AT	1.0	0.0
Skin-Melanoma::S.24	TA>CG	1.0	0.0
Skin-Melanoma::S.24	TA>CT	1.0	0.0
Skin-Melanoma::S.24	TA>GC	1.0	0.0
Skin-Melanoma::S.24	TA>GG	1.0	0.0
Skin-Melanoma::S.24	TA>GT	1.0	0.0
Skin-Melanoma::S.24	TC>AA	1.0	0.0
Skin-Melanoma::S.24	TC>AG	1.0	0.0
Skin-Melanoma::S.24	TC>AT	1.0	0.0
Skin-Melanoma::S.24	TC>CA	1.0	0.0
Skin-Melanoma::S.24	TC>CG	1.0	0.0
Skin-Melanoma::S.24	TC>CT	1.0	0.0
Skin-Melanoma::S.24	TC>GA	1.0	0.0
Skin-Melanoma::S.24	TC>GG	1.0	0.0
Skin-Melanoma::S.24	TC>GT	1.0	0.0
Skin-Melanoma::S.24	TG>AA	1.0	0.0
Skin-Melanoma::S.24	TG>AC	1.0	0.0
Skin-Melanoma::S.24	TG>AT	1.0	0.0
Skin-Melanoma::S.24	TG>CA	1.0	0.0
Skin-Melanoma::S.24	TG>CC	1.0	0.0
Skin-Melanoma::S.24	TG>CT	1.0	0.0
Skin-Melanoma::S.24	TG>GA	1.0	0.0
Skin-Melanoma::S.24	TG>GC	1.0	0.0
Skin-Melanoma::S.24	TG>GT	1.0	0.0
Skin-Melanoma::S.24	TT>AA	1.0	0.0
Skin-Melanoma::S.24	TT>AC	1.0	0.0
Skin-Melanoma::S.24	TT>AG	1.0	0.0
Skin-Melanoma::S.24	TT>CA	1.0	0.0
Skin-Melanoma::S.24	TT>CC	1.0	0.0
Skin-Melanoma::S.24	TT>CG	1.0	0.0
Skin-Melanoma::S.24	TT>GA	1.0	0.0
Skin-Melanoma::S.24	TT>GC	1.0	0.0
Skin-Melanoma::S.24	TT>GG	1.0	0.0
Skin-Melanoma::S.25	AC>CA	1.0	0.0
Skin-Melanoma::S.25	AC>CG	1.0	0.0
Skin-Melanoma::S.25	AC>CT	1.0	0.0
Skin-Melanoma::S.25	AC>GA	1.0	0.0
Skin-Melanoma::S.25	AC>GG	1.0	0.0
Skin-Melanoma::S.25	AC>GT	1.0	0.0
Skin-Melanoma::S.25	AC>TA	1.0	0.0
Skin-Melanoma::S.25	AC>TG	1.0	0.0
Skin-Melanoma::S.25	AC>TT	1.0	0.0
Skin-Melanoma::S.25	AT>CA	1.0	0.0
Skin-Melanoma::S.25	AT>CC	1.0	0.0
Skin-Melanoma::S.25	AT>CG	1.0	0.0
Skin-Melanoma::S.25	AT>GA	1.0	0.0
Skin-Melanoma::S.25	AT>GC	1.0	0.0
Skin-Melanoma::S.25	AT>TA	1.0	0.0
Skin-Melanoma::S.25	CC>AA	1.0	0.0
Skin-Melanoma::S.25	CC>AG	1.0	0.0
Skin-Melanoma::S.25	CC>AT	1.0	0.0
Skin-Melanoma::S.25	CC>GA	1.0	0.0
Skin-Melanoma::S.25	CC>GG	1.0	0.0
Skin-Melanoma::S.25	CC>GT	1.0	0.0
Skin-Melanoma::S.25	CC>TA	1.0	0.0
Skin-Melanoma::S.25	CC>TG	1.0	0.0
Skin-Melanoma::S.25	CC>TT	1.0	0.0
Skin-Melanoma::S.25	CG>AT	1.0	0.0
Skin-Melanoma::S.25	CG>GC	1.0	0.0
Skin-Melanoma::S.25	CG>GT	1.0	0.0
Skin-Melanoma::S.25	CG>TA	1.0	0.0
Skin-Melanoma::S.25	CG>TC	1.0	0.0
Skin-Melanoma::S.25	CG>TT	1.0	0.0
Skin-Melanoma::S.25	CT>AA	1.0	0.0
Skin-Melanoma::S.25	CT>AC	1.0	0.0
Skin-Melanoma::S.25	CT>AG	1.0	0.0
Skin-Melanoma::S.25	CT>GA	1.0	0.0
Skin-Melanoma::S.25	CT>GC	1.0	0.0
Skin-Melanoma::S.25	CT>GG	1.0	0.0
Skin-Melanoma::S.25	CT>TA	1.0	0.0
Skin-Melanoma::S.25	CT>TC	1.0	0.0
Skin-Melanoma::S.25	CT>TG	1.0	0.0
Skin-Melanoma::S.25	GC>AA	1.0	0.0
Skin-Melanoma::S.25	GC>AG	1.0	0.0
Skin-Melanoma::S.25	GC>AT	1.0	0.0
Skin-Melanoma::S.25	GC>CA	1.0	0.0
Skin-Melanoma::S.25	GC>CG	1.0	0.0
Skin-Melanoma::S.25	GC>TA	1.0	0.0
Skin-Melanoma::S.25	TA>AT	1.0	0.0
Skin-Melanoma::S.25	TA>CG	1.0	0.0
Skin-Melanoma::S.25	TA>CT	1.0	0.0
Skin-Melanoma::S.25	TA>GC	1.0	0.0
Skin-Melanoma::S.25	TA>GG	1.0	0.0
Skin-Melanoma::S.25	TA>GT	1.0	0.0
Skin-Melanoma::S.25	TC>AA	1.0	0.0
Skin-Melanoma::S.25	TC>AG	1.0	0.0
Skin-Melanoma::S.25	TC>AT	1.0	0.0
Skin-Melanoma::S.25	TC>CA	1.0	0.0
Skin-Melanoma::S.25	TC>CG	1.0	0.0
Skin-Melanoma::S.25	TC>CT	1.0	0.0
Skin-Melanoma::S.25	TC>GA	1.0	0.0
Skin-Melanoma::S.25	TC>GG	1.0	0.0
Skin-Melanoma::S.25	TC>GT	1.0	0.0
Skin-Melanoma::S.25	TG>AA	1.0	0.0
Skin-Melanoma::S.25	TG>AC	1.0	0.0
Skin-Melanoma::S.25	TG>AT	1.0	0.0
Skin-Melanoma::S.25	TG>CA	1.0	0.0
Skin-Melanoma::S.25	TG>CC	1.0	0.0
Skin-Melanoma::S.25	TG>CT	1.0	0.0
Skin-Melanoma::S.25	TG>GA	1.0	0.0
Skin-Melanoma::S.25	TG>GC	1.0	0.0
Skin-Melanoma::S.25	TG>GT	1.0	0.0
Skin-Melanoma::S.25	TT>AA	1.0	0.0
Skin-Melanoma::S.25	TT>AC	1.0	0.0
Skin-Melanoma::S.25	TT>AG	1.0	0.0
Skin-Melanoma::S.25	TT>CA	1.0	0.0
Skin-Melanoma::S.25	TT>CC	1.0	0.0
Skin-Melanoma::S.25	TT>CG	1.0	0.0
Skin-Melanoma::S.25	TT>GA	1.0	0.0
Skin-Melanoma::S.25	TT>GC	1.0	0.0
Skin-Melanoma::S.25	TT>GG	1.0	0.0
Skin-Melanoma::S.26	AC>CA	1.0	0.0
Skin-Melanoma::S.26	AC>CG	1.0	0.0
Skin-Melanoma::S.26	AC>CT	1.0	0.0
Skin-Melanoma::S.26	AC>GA	1.0	0.0
Skin-Melanoma::S.26	AC>GG	1.0	0.0
Skin-Melanoma::S.26	AC>GT	1.0	0.0
Skin-Melanoma::S.26	AC>TA	1.0	0.0
Skin-Melanoma::S.26	AC>TG	1.0	0.0
Skin-Melanoma::S.26	AC>TT	1.0	0.0
